cdid,PRODUCT,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
P4SI,14,RW,IM,BOP,CP,SA,Q
P4XY,14,RW,IM,BOP,CVM,NSA,Q
P55G,14,RW,IM,BOP,CVM,SA,Q
P2PE,14,WW,EX,BOP,CP,NSA,Q
P2UU,14,WW,EX,BOP,CP,SA,Q
P32C,14,WW,EX,BOP,CVM,NSA,Q
P37S,14,WW,EX,BOP,CVM,SA,Q
P23I,14,WW,IM,BOP,CP,NSA,Q
P28Y,14,WW,IM,BOP,CP,SA,Q
P2EG,14,WW,IM,BOP,CVM,NSA,Q
P2JW,14,WW,IM,BOP,CVM,SA,Q
P3Z7,14.1,EU,EX,BOP,CP,NSA,Q
P46N,14.1,EU,EX,BOP,CP,SA,Q
P4C5,14.1,EU,EX,BOP,CVM,NSA,Q
P4HL,14.1,EU,EX,BOP,CVM,SA,Q
P3DB,14.1,EU,IM,BOP,CP,NSA,Q
P3IR,14.1,EU,IM,BOP,CP,SA,Q
P3O9,14.1,EU,IM,BOP,CVM,NSA,Q
P3TP,14.1,EU,IM,BOP,CVM,SA,Q
P5AX,14.1,RW,EX,BOP,CP,NSA,Q
P5GF,14.1,RW,EX,BOP,CP,SA,Q
P5LV,14.1,RW,EX,BOP,CVM,NSA,Q
P5RD,14.1,RW,EX,BOP,CVM,SA,Q
P4N3,14.1,RW,IM,BOP,CP,NSA,Q
P4SJ,14.1,RW,IM,BOP,CP,SA,Q
P4XZ,14.1,RW,IM,BOP,CVM,NSA,Q
P55H,14.1,RW,IM,BOP,CVM,SA,Q
P2PF,14.1,WW,EX,BOP,CP,NSA,Q
P2UV,14.1,WW,EX,BOP,CP,SA,Q
P32D,14.1,WW,EX,BOP,CVM,NSA,Q
P37T,14.1,WW,EX,BOP,CVM,SA,Q
P23J,14.1,WW,IM,BOP,CP,NSA,Q
P28Z,14.1,WW,IM,BOP,CP,SA,Q
P2EH,14.1,WW,IM,BOP,CVM,NSA,Q
P2JX,14.1,WW,IM,BOP,CVM,SA,Q
P3Z8,14.2,EU,EX,BOP,CP,NSA,Q
P46O,14.2,EU,EX,BOP,CP,SA,Q
P4C6,14.2,EU,EX,BOP,CVM,NSA,Q
P4HM,14.2,EU,EX,BOP,CVM,SA,Q
P3DC,14.2,EU,IM,BOP,CP,NSA,Q
P3IS,14.2,EU,IM,BOP,CP,SA,Q
P3OA,14.2,EU,IM,BOP,CVM,NSA,Q
P3TQ,14.2,EU,IM,BOP,CVM,SA,Q
P5AY,14.2,RW,EX,BOP,CP,NSA,Q
P5GG,14.2,RW,EX,BOP,CP,SA,Q
P5LW,14.2,RW,EX,BOP,CVM,NSA,Q
P5RE,14.2,RW,EX,BOP,CVM,SA,Q
P4N4,14.2,RW,IM,BOP,CP,NSA,Q
P4SK,14.2,RW,IM,BOP,CP,SA,Q
P4Y2,14.2,RW,IM,BOP,CVM,NSA,Q
P55I,14.2,RW,IM,BOP,CVM,SA,Q
P2PG,14.2,WW,EX,BOP,CP,NSA,Q
P2UW,14.2,WW,EX,BOP,CP,SA,Q
P32E,14.2,WW,EX,BOP,CVM,NSA,Q
P37U,14.2,WW,EX,BOP,CVM,SA,Q
P23K,14.2,WW,IM,BOP,CP,NSA,Q
P292,14.2,WW,IM,BOP,CP,SA,Q
P2EI,14.2,WW,IM,BOP,CVM,NSA,Q
P2JY,14.2,WW,IM,BOP,CVM,SA,Q
P3Z9,14.3,EU,EX,BOP,CP,NSA,Q
P46P,14.3,EU,EX,BOP,CP,SA,Q
P4C7,14.3,EU,EX,BOP,CVM,NSA,Q
P4HN,14.3,EU,EX,BOP,CVM,SA,Q
P3DD,14.3,EU,IM,BOP,CP,NSA,Q
P3IT,14.3,EU,IM,BOP,CP,SA,Q
P3OB,14.3,EU,IM,BOP,CVM,NSA,Q
P3TR,14.3,EU,IM,BOP,CVM,SA,Q
P5AZ,14.3,RW,EX,BOP,CP,NSA,Q
P5GH,14.3,RW,EX,BOP,CP,SA,Q
P5LX,14.3,RW,EX,BOP,CVM,NSA,Q
P5RF,14.3,RW,EX,BOP,CVM,SA,Q
P4N5,14.3,RW,IM,BOP,CP,NSA,Q
P4SL,14.3,RW,IM,BOP,CP,SA,Q
P4Y3,14.3,RW,IM,BOP,CVM,NSA,Q
P55J,14.3,RW,IM,BOP,CVM,SA,Q
P2PH,14.3,WW,EX,BOP,CP,NSA,Q
P2UX,14.3,WW,EX,BOP,CP,SA,Q
P32F,14.3,WW,EX,BOP,CVM,NSA,Q
P37V,14.3,WW,EX,BOP,CVM,SA,Q
P23L,14.3,WW,IM,BOP,CP,NSA,Q
P293,14.3,WW,IM,BOP,CP,SA,Q
P2EJ,14.3,WW,IM,BOP,CVM,NSA,Q
P2JZ,14.3,WW,IM,BOP,CVM,SA,Q
P3ZA,15,EU,EX,BOP,CP,NSA,Q
P46Q,15,EU,EX,BOP,CP,SA,Q
P4C8,15,EU,EX,BOP,CVM,NSA,Q
P4HO,15,EU,EX,BOP,CVM,SA,Q
P3DE,15,EU,IM,BOP,CP,NSA,Q
P3IU,15,EU,IM,BOP,CP,SA,Q
P3OC,15,EU,IM,BOP,CVM,NSA,Q
P3TS,15,EU,IM,BOP,CVM,SA,Q
P5B2,15,RW,EX,BOP,CP,NSA,Q
P5GI,15,RW,EX,BOP,CP,SA,Q
P5LY,15,RW,EX,BOP,CVM,NSA,Q
P5RG,15,RW,EX,BOP,CVM,SA,Q
P4N6,15,RW,IM,BOP,CP,NSA,Q
P4SM,15,RW,IM,BOP,CP,SA,Q
P4Y4,15,RW,IM,BOP,CVM,NSA,Q
P55K,15,RW,IM,BOP,CVM,SA,Q
P2PI,15,WW,EX,BOP,CP,NSA,Q
P2UY,15,WW,EX,BOP,CP,SA,Q
P32G,15,WW,EX,BOP,CVM,NSA,Q
P37W,15,WW,EX,BOP,CVM,SA,Q
P23M,15,WW,IM,BOP,CP,NSA,Q
P294,15,WW,IM,BOP,CP,SA,Q
P2EK,15,WW,IM,BOP,CVM,NSA,Q
P2K2,15,WW,IM,BOP,CVM,SA,Q
P3ZB,15.1,EU,EX,BOP,CP,NSA,Q
P46R,15.1,EU,EX,BOP,CP,SA,Q
P4C9,15.1,EU,EX,BOP,CVM,NSA,Q
P4HP,15.1,EU,EX,BOP,CVM,SA,Q
P3DF,15.1,EU,IM,BOP,CP,NSA,Q
P3IV,15.1,EU,IM,BOP,CP,SA,Q
P3OD,15.1,EU,IM,BOP,CVM,NSA,Q
P3TT,15.1,EU,IM,BOP,CVM,SA,Q
P5B3,15.1,RW,EX,BOP,CP,NSA,Q
P5GJ,15.1,RW,EX,BOP,CP,SA,Q
P5LZ,15.1,RW,EX,BOP,CVM,NSA,Q
P5RH,15.1,RW,EX,BOP,CVM,SA,Q
P4N7,15.1,RW,IM,BOP,CP,NSA,Q
P4SN,15.1,RW,IM,BOP,CP,SA,Q
P4Y5,15.1,RW,IM,BOP,CVM,NSA,Q
P55L,15.1,RW,IM,BOP,CVM,SA,Q
P2PJ,15.1,WW,EX,BOP,CP,NSA,Q
P2UZ,15.1,WW,EX,BOP,CP,SA,Q
P32H,15.1,WW,EX,BOP,CVM,NSA,Q
P37X,15.1,WW,EX,BOP,CVM,SA,Q
P23N,15.1,WW,IM,BOP,CP,NSA,Q
P295,15.1,WW,IM,BOP,CP,SA,Q
P2EL,15.1,WW,IM,BOP,CVM,NSA,Q
P2K3,15.1,WW,IM,BOP,CVM,SA,Q
P3ZC,15.2,EU,EX,BOP,CP,NSA,Q
P46S,15.2,EU,EX,BOP,CP,SA,Q
P4CA,15.2,EU,EX,BOP,CVM,NSA,Q
P4HQ,15.2,EU,EX,BOP,CVM,SA,Q
P3DG,15.2,EU,IM,BOP,CP,NSA,Q
P3IW,15.2,EU,IM,BOP,CP,SA,Q
P3OE,15.2,EU,IM,BOP,CVM,NSA,Q
P3TU,15.2,EU,IM,BOP,CVM,SA,Q
P5B4,15.2,RW,EX,BOP,CP,NSA,Q
P5GK,15.2,RW,EX,BOP,CP,SA,Q
P5M2,15.2,RW,EX,BOP,CVM,NSA,Q
P5RI,15.2,RW,EX,BOP,CVM,SA,Q
P4N8,15.2,RW,IM,BOP,CP,NSA,Q
P4SO,15.2,RW,IM,BOP,CP,SA,Q
P4Y6,15.2,RW,IM,BOP,CVM,NSA,Q
P55M,15.2,RW,IM,BOP,CVM,SA,Q
P2PK,15.2,WW,EX,BOP,CP,NSA,Q
P2V2,15.2,WW,EX,BOP,CP,SA,Q
P32I,15.2,WW,EX,BOP,CVM,NSA,Q
P37Y,15.2,WW,EX,BOP,CVM,SA,Q
P23O,15.2,WW,IM,BOP,CP,NSA,Q
P296,15.2,WW,IM,BOP,CP,SA,Q
P2EM,15.2,WW,IM,BOP,CVM,NSA,Q
P2K4,15.2,WW,IM,BOP,CVM,SA,Q
P3ZD,16,EU,EX,BOP,CP,NSA,Q
P46T,16,EU,EX,BOP,CP,SA,Q
P4CB,16,EU,EX,BOP,CVM,NSA,Q
P4HR,16,EU,EX,BOP,CVM,SA,Q
P3DH,16,EU,IM,BOP,CP,NSA,Q
P3IX,16,EU,IM,BOP,CP,SA,Q
P3OF,16,EU,IM,BOP,CVM,NSA,Q
P3TV,16,EU,IM,BOP,CVM,SA,Q
P5B5,16,RW,EX,BOP,CP,NSA,Q
P5GL,16,RW,EX,BOP,CP,SA,Q
P5M3,16,RW,EX,BOP,CVM,NSA,Q
P5RJ,16,RW,EX,BOP,CVM,SA,Q
P4N9,16,RW,IM,BOP,CP,NSA,Q
P4SP,16,RW,IM,BOP,CP,SA,Q
P4Y7,16,RW,IM,BOP,CVM,NSA,Q
P55N,16,RW,IM,BOP,CVM,SA,Q
P2PL,16,WW,EX,BOP,CP,NSA,Q
P2V3,16,WW,EX,BOP,CP,SA,Q
P32J,16,WW,EX,BOP,CVM,NSA,Q
P37Z,16,WW,EX,BOP,CVM,SA,Q
P23P,16,WW,IM,BOP,CP,NSA,Q
P297,16,WW,IM,BOP,CP,SA,Q
P2EN,16,WW,IM,BOP,CVM,NSA,Q
P2K5,16,WW,IM,BOP,CVM,SA,Q
P3ZE,16.1,EU,EX,BOP,CP,NSA,Q
P46U,16.1,EU,EX,BOP,CP,SA,Q
P4CC,16.1,EU,EX,BOP,CVM,NSA,Q
P4HS,16.1,EU,EX,BOP,CVM,SA,Q
P3DI,16.1,EU,IM,BOP,CP,NSA,Q
P3IY,16.1,EU,IM,BOP,CP,SA,Q
P3OG,16.1,EU,IM,BOP,CVM,NSA,Q
P3TW,16.1,EU,IM,BOP,CVM,SA,Q
P5B6,16.1,RW,EX,BOP,CP,NSA,Q
P5GM,16.1,RW,EX,BOP,CP,SA,Q
P5M4,16.1,RW,EX,BOP,CVM,NSA,Q
P5RK,16.1,RW,EX,BOP,CVM,SA,Q
P4NA,16.1,RW,IM,BOP,CP,NSA,Q
P4SQ,16.1,RW,IM,BOP,CP,SA,Q
P4Y8,16.1,RW,IM,BOP,CVM,NSA,Q
P55O,16.1,RW,IM,BOP,CVM,SA,Q
P2PM,16.1,WW,EX,BOP,CP,NSA,Q
P2V4,16.1,WW,EX,BOP,CP,SA,Q
P32K,16.1,WW,EX,BOP,CVM,NSA,Q
P382,16.1,WW,EX,BOP,CVM,SA,Q
P23Q,16.1,WW,IM,BOP,CP,NSA,Q
P298,16.1,WW,IM,BOP,CP,SA,Q
P2EO,16.1,WW,IM,BOP,CVM,NSA,Q
P2K6,16.1,WW,IM,BOP,CVM,SA,Q
P3ZF,16.2,EU,EX,BOP,CP,NSA,Q
P46V,16.2,EU,EX,BOP,CP,SA,Q
P4CD,16.2,EU,EX,BOP,CVM,NSA,Q
P4HT,16.2,EU,EX,BOP,CVM,SA,Q
P3DJ,16.2,EU,IM,BOP,CP,NSA,Q
P3IZ,16.2,EU,IM,BOP,CP,SA,Q
P3OH,16.2,EU,IM,BOP,CVM,NSA,Q
P3TX,16.2,EU,IM,BOP,CVM,SA,Q
P5B7,16.2,RW,EX,BOP,CP,NSA,Q
P5GN,16.2,RW,EX,BOP,CP,SA,Q
P5M5,16.2,RW,EX,BOP,CVM,NSA,Q
P5RL,16.2,RW,EX,BOP,CVM,SA,Q
P4NB,16.2,RW,IM,BOP,CP,NSA,Q
P4SR,16.2,RW,IM,BOP,CP,SA,Q
P4Y9,16.2,RW,IM,BOP,CVM,NSA,Q
P55P,16.2,RW,IM,BOP,CVM,SA,Q
P2PN,16.2,WW,EX,BOP,CP,NSA,Q
P2V5,16.2,WW,EX,BOP,CP,SA,Q
P32L,16.2,WW,EX,BOP,CVM,NSA,Q
P383,16.2,WW,EX,BOP,CVM,SA,Q
P23R,16.2,WW,IM,BOP,CP,NSA,Q
P299,16.2,WW,IM,BOP,CP,SA,Q
P2EP,16.2,WW,IM,BOP,CVM,NSA,Q
P2K7,16.2,WW,IM,BOP,CVM,SA,Q
P3ZG,17,EU,EX,BOP,CP,NSA,Q
P46W,17,EU,EX,BOP,CP,SA,Q
P4CE,17,EU,EX,BOP,CVM,NSA,Q
P4HU,17,EU,EX,BOP,CVM,SA,Q
P3DK,17,EU,IM,BOP,CP,NSA,Q
P3J2,17,EU,IM,BOP,CP,SA,Q
P3OI,17,EU,IM,BOP,CVM,NSA,Q
P3TY,17,EU,IM,BOP,CVM,SA,Q
P5B8,17,RW,EX,BOP,CP,NSA,Q
P5GO,17,RW,EX,BOP,CP,SA,Q
P5M6,17,RW,EX,BOP,CVM,NSA,Q
P5RM,17,RW,EX,BOP,CVM,SA,Q
P4NC,17,RW,IM,BOP,CP,NSA,Q
P4SS,17,RW,IM,BOP,CP,SA,Q
P4YA,17,RW,IM,BOP,CVM,NSA,Q
P55Q,17,RW,IM,BOP,CVM,SA,Q
P2PO,17,WW,EX,BOP,CP,NSA,Q
P2V6,17,WW,EX,BOP,CP,SA,Q
P32M,17,WW,EX,BOP,CVM,NSA,Q
P384,17,WW,EX,BOP,CVM,SA,Q
P23S,17,WW,IM,BOP,CP,NSA,Q
P29A,17,WW,IM,BOP,CP,SA,Q
P2EQ,17,WW,IM,BOP,CVM,NSA,Q
P2K8,17,WW,IM,BOP,CVM,SA,Q
P3ZH,17.1,EU,EX,BOP,CP,NSA,Q
P46X,17.1,EU,EX,BOP,CP,SA,Q
P4CF,17.1,EU,EX,BOP,CVM,NSA,Q
P4HV,17.1,EU,EX,BOP,CVM,SA,Q
P3DL,17.1,EU,IM,BOP,CP,NSA,Q
P3J3,17.1,EU,IM,BOP,CP,SA,Q
P3OJ,17.1,EU,IM,BOP,CVM,NSA,Q
P3TZ,17.1,EU,IM,BOP,CVM,SA,Q
P5B9,17.1,RW,EX,BOP,CP,NSA,Q
P5GP,17.1,RW,EX,BOP,CP,SA,Q
P5M7,17.1,RW,EX,BOP,CVM,NSA,Q
P5RN,17.1,RW,EX,BOP,CVM,SA,Q
P4ND,17.1,RW,IM,BOP,CP,NSA,Q
P4ST,17.1,RW,IM,BOP,CP,SA,Q
P4YB,17.1,RW,IM,BOP,CVM,NSA,Q
P55R,17.1,RW,IM,BOP,CVM,SA,Q
P2PP,17.1,WW,EX,BOP,CP,NSA,Q
P2V7,17.1,WW,EX,BOP,CP,SA,Q
P32N,17.1,WW,EX,BOP,CVM,NSA,Q
P385,17.1,WW,EX,BOP,CVM,SA,Q
P23T,17.1,WW,IM,BOP,CP,NSA,Q
P29B,17.1,WW,IM,BOP,CP,SA,Q
P2ER,17.1,WW,IM,BOP,CVM,NSA,Q
P2K9,17.1,WW,IM,BOP,CVM,SA,Q
P3ZI,17.2,EU,EX,BOP,CP,NSA,Q
P46Y,17.2,EU,EX,BOP,CP,SA,Q
P4CG,17.2,EU,EX,BOP,CVM,NSA,Q
P4HW,17.2,EU,EX,BOP,CVM,SA,Q
P3DM,17.2,EU,IM,BOP,CP,NSA,Q
P3J4,17.2,EU,IM,BOP,CP,SA,Q
P3OK,17.2,EU,IM,BOP,CVM,NSA,Q
P3U2,17.2,EU,IM,BOP,CVM,SA,Q
P5BA,17.2,RW,EX,BOP,CP,NSA,Q
P5GQ,17.2,RW,EX,BOP,CP,SA,Q
P5M8,17.2,RW,EX,BOP,CVM,NSA,Q
P5RO,17.2,RW,EX,BOP,CVM,SA,Q
P4NE,17.2,RW,IM,BOP,CP,NSA,Q
P4SU,17.2,RW,IM,BOP,CP,SA,Q
P4YC,17.2,RW,IM,BOP,CVM,NSA,Q
P55S,17.2,RW,IM,BOP,CVM,SA,Q
P2PQ,17.2,WW,EX,BOP,CP,NSA,Q
P2V8,17.2,WW,EX,BOP,CP,SA,Q
P32O,17.2,WW,EX,BOP,CVM,NSA,Q
P386,17.2,WW,EX,BOP,CVM,SA,Q
P23U,17.2,WW,IM,BOP,CP,NSA,Q
P29C,17.2,WW,IM,BOP,CP,SA,Q
P2ES,17.2,WW,IM,BOP,CVM,NSA,Q
P2KA,17.2,WW,IM,BOP,CVM,SA,Q
P3ZJ,18,EU,EX,BOP,CP,NSA,Q
P46Z,18,EU,EX,BOP,CP,SA,Q
P4CH,18,EU,EX,BOP,CVM,NSA,Q
P4HX,18,EU,EX,BOP,CVM,SA,Q
P3DN,18,EU,IM,BOP,CP,NSA,Q
P3J5,18,EU,IM,BOP,CP,SA,Q
P3OL,18,EU,IM,BOP,CVM,NSA,Q
P3U3,18,EU,IM,BOP,CVM,SA,Q
P5BB,18,RW,EX,BOP,CP,NSA,Q
P5GR,18,RW,EX,BOP,CP,SA,Q
P5M9,18,RW,EX,BOP,CVM,NSA,Q
P5RP,18,RW,EX,BOP,CVM,SA,Q
P4NF,18,RW,IM,BOP,CP,NSA,Q
P4SV,18,RW,IM,BOP,CP,SA,Q
P4YD,18,RW,IM,BOP,CVM,NSA,Q
P55T,18,RW,IM,BOP,CVM,SA,Q
P2PR,18,WW,EX,BOP,CP,NSA,Q
P2V9,18,WW,EX,BOP,CP,SA,Q
P32P,18,WW,EX,BOP,CVM,NSA,Q
P387,18,WW,EX,BOP,CVM,SA,Q
P23V,18,WW,IM,BOP,CP,NSA,Q
P29D,18,WW,IM,BOP,CP,SA,Q
P2ET,18,WW,IM,BOP,CVM,NSA,Q
P2KB,18,WW,IM,BOP,CVM,SA,Q
P3ZK,18.1,EU,EX,BOP,CP,NSA,Q
P472,18.1,EU,EX,BOP,CP,SA,Q
P4CI,18.1,EU,EX,BOP,CVM,NSA,Q
P4HY,18.1,EU,EX,BOP,CVM,SA,Q
P3DO,18.1,EU,IM,BOP,CP,NSA,Q
P3J6,18.1,EU,IM,BOP,CP,SA,Q
P3OM,18.1,EU,IM,BOP,CVM,NSA,Q
P3U4,18.1,EU,IM,BOP,CVM,SA,Q
P5BC,18.1,RW,EX,BOP,CP,NSA,Q
P5GS,18.1,RW,EX,BOP,CP,SA,Q
P5MA,18.1,RW,EX,BOP,CVM,NSA,Q
P5RQ,18.1,RW,EX,BOP,CVM,SA,Q
P4NG,18.1,RW,IM,BOP,CP,NSA,Q
P4SW,18.1,RW,IM,BOP,CP,SA,Q
P4YE,18.1,RW,IM,BOP,CVM,NSA,Q
P55U,18.1,RW,IM,BOP,CVM,SA,Q
P2PS,18.1,WW,EX,BOP,CP,NSA,Q
P2VA,18.1,WW,EX,BOP,CP,SA,Q
P32Q,18.1,WW,EX,BOP,CVM,NSA,Q
P388,18.1,WW,EX,BOP,CVM,SA,Q
P23W,18.1,WW,IM,BOP,CP,NSA,Q
P29E,18.1,WW,IM,BOP,CP,SA,Q
P2EU,18.1,WW,IM,BOP,CVM,NSA,Q
P2KC,18.1,WW,IM,BOP,CVM,SA,Q
P3ZL,19,EU,EX,BOP,CP,NSA,Q
P473,19,EU,EX,BOP,CP,SA,Q
P4CJ,19,EU,EX,BOP,CVM,NSA,Q
P4HZ,19,EU,EX,BOP,CVM,SA,Q
P3DP,19,EU,IM,BOP,CP,NSA,Q
P3J7,19,EU,IM,BOP,CP,SA,Q
P3ON,19,EU,IM,BOP,CVM,NSA,Q
P3U5,19,EU,IM,BOP,CVM,SA,Q
P5BD,19,RW,EX,BOP,CP,NSA,Q
P5GT,19,RW,EX,BOP,CP,SA,Q
P5MB,19,RW,EX,BOP,CVM,NSA,Q
P5RR,19,RW,EX,BOP,CVM,SA,Q
P4NH,19,RW,IM,BOP,CP,NSA,Q
P4SX,19,RW,IM,BOP,CP,SA,Q
P4YF,19,RW,IM,BOP,CVM,NSA,Q
P55V,19,RW,IM,BOP,CVM,SA,Q
P2PT,19,WW,EX,BOP,CP,NSA,Q
P2VB,19,WW,EX,BOP,CP,SA,Q
P32R,19,WW,EX,BOP,CVM,NSA,Q
P389,19,WW,EX,BOP,CVM,SA,Q
P23X,19,WW,IM,BOP,CP,NSA,Q
P29F,19,WW,IM,BOP,CP,SA,Q
P2EV,19,WW,IM,BOP,CVM,NSA,Q
P2KD,19,WW,IM,BOP,CVM,SA,Q
P3ZM,19.1,EU,EX,BOP,CP,NSA,Q
P474,19.1,EU,EX,BOP,CP,SA,Q
P4CK,19.1,EU,EX,BOP,CVM,NSA,Q
P4I2,19.1,EU,EX,BOP,CVM,SA,Q
P3DQ,19.1,EU,IM,BOP,CP,NSA,Q
P3J8,19.1,EU,IM,BOP,CP,SA,Q
P3OO,19.1,EU,IM,BOP,CVM,NSA,Q
P3U6,19.1,EU,IM,BOP,CVM,SA,Q
P5BE,19.1,RW,EX,BOP,CP,NSA,Q
P5GU,19.1,RW,EX,BOP,CP,SA,Q
P5MC,19.1,RW,EX,BOP,CVM,NSA,Q
P5RS,19.1,RW,EX,BOP,CVM,SA,Q
P4NI,19.1,RW,IM,BOP,CP,NSA,Q
P4SY,19.1,RW,IM,BOP,CP,SA,Q
P4YG,19.1,RW,IM,BOP,CVM,NSA,Q
P55W,19.1,RW,IM,BOP,CVM,SA,Q
P2PU,19.1,WW,EX,BOP,CP,NSA,Q
P2VC,19.1,WW,EX,BOP,CP,SA,Q
P32S,19.1,WW,EX,BOP,CVM,NSA,Q
P38A,19.1,WW,EX,BOP,CVM,SA,Q
P23Y,19.1,WW,IM,BOP,CP,NSA,Q
P29G,19.1,WW,IM,BOP,CP,SA,Q
P2EW,19.1,WW,IM,BOP,CVM,NSA,Q
P2KE,19.1,WW,IM,BOP,CVM,SA,Q
P3ZN,19.2,EU,EX,BOP,CP,NSA,Q
P475,19.2,EU,EX,BOP,CP,SA,Q
P4CL,19.2,EU,EX,BOP,CVM,NSA,Q
P4I3,19.2,EU,EX,BOP,CVM,SA,Q
P3DR,19.2,EU,IM,BOP,CP,NSA,Q
P3J9,19.2,EU,IM,BOP,CP,SA,Q
P3OP,19.2,EU,IM,BOP,CVM,NSA,Q
P3U7,19.2,EU,IM,BOP,CVM,SA,Q
P5BF,19.2,RW,EX,BOP,CP,NSA,Q
P5GV,19.2,RW,EX,BOP,CP,SA,Q
P5MD,19.2,RW,EX,BOP,CVM,NSA,Q
P5RT,19.2,RW,EX,BOP,CVM,SA,Q
P4NJ,19.2,RW,IM,BOP,CP,NSA,Q
P4SZ,19.2,RW,IM,BOP,CP,SA,Q
P4YH,19.2,RW,IM,BOP,CVM,NSA,Q
P55X,19.2,RW,IM,BOP,CVM,SA,Q
P2PV,19.2,WW,EX,BOP,CP,NSA,Q
P2VD,19.2,WW,EX,BOP,CP,SA,Q
P32T,19.2,WW,EX,BOP,CVM,NSA,Q
P38B,19.2,WW,EX,BOP,CVM,SA,Q
P23Z,19.2,WW,IM,BOP,CP,NSA,Q
P29H,19.2,WW,IM,BOP,CP,SA,Q
P2EX,19.2,WW,IM,BOP,CVM,NSA,Q
P2KF,19.2,WW,IM,BOP,CVM,SA,Q
P3ZO,20,EU,EX,BOP,CP,NSA,Q
P476,20,EU,EX,BOP,CP,SA,Q
P4CM,20,EU,EX,BOP,CVM,NSA,Q
P4I4,20,EU,EX,BOP,CVM,SA,Q
P3DS,20,EU,IM,BOP,CP,NSA,Q
P3JA,20,EU,IM,BOP,CP,SA,Q
P3OQ,20,EU,IM,BOP,CVM,NSA,Q
P3U8,20,EU,IM,BOP,CVM,SA,Q
P5BG,20,RW,EX,BOP,CP,NSA,Q
P5GW,20,RW,EX,BOP,CP,SA,Q
P5ME,20,RW,EX,BOP,CVM,NSA,Q
P5RU,20,RW,EX,BOP,CVM,SA,Q
P4NK,20,RW,IM,BOP,CP,NSA,Q
P4T2,20,RW,IM,BOP,CP,SA,Q
P4YI,20,RW,IM,BOP,CVM,NSA,Q
P55Y,20,RW,IM,BOP,CVM,SA,Q
P2PW,20,WW,EX,BOP,CP,NSA,Q
P2VE,20,WW,EX,BOP,CP,SA,Q
P32U,20,WW,EX,BOP,CVM,NSA,Q
P38C,20,WW,EX,BOP,CVM,SA,Q
P242,20,WW,IM,BOP,CP,NSA,Q
P29I,20,WW,IM,BOP,CP,SA,Q
P2EY,20,WW,IM,BOP,CVM,NSA,Q
P2KG,20,WW,IM,BOP,CVM,SA,Q
P3ZP,20.11,EU,EX,BOP,CP,NSA,Q
P477,20.11,EU,EX,BOP,CP,SA,Q
P4CN,20.11,EU,EX,BOP,CVM,NSA,Q
P4I5,20.11,EU,EX,BOP,CVM,SA,Q
P3DT,20.11,EU,IM,BOP,CP,NSA,Q
P3JB,20.11,EU,IM,BOP,CP,SA,Q
P3OR,20.11,EU,IM,BOP,CVM,NSA,Q
P3U9,20.11,EU,IM,BOP,CVM,SA,Q
P5BH,20.11,RW,EX,BOP,CP,NSA,Q
P5GX,20.11,RW,EX,BOP,CP,SA,Q
P5MF,20.11,RW,EX,BOP,CVM,NSA,Q
P5RV,20.11,RW,EX,BOP,CVM,SA,Q
P4NL,20.11,RW,IM,BOP,CP,NSA,Q
P4T3,20.11,RW,IM,BOP,CP,SA,Q
P4YJ,20.11,RW,IM,BOP,CVM,NSA,Q
P55Z,20.11,RW,IM,BOP,CVM,SA,Q
P2PX,20.11,WW,EX,BOP,CP,NSA,Q
P2VF,20.11,WW,EX,BOP,CP,SA,Q
P32V,20.11,WW,EX,BOP,CVM,NSA,Q
P38D,20.11,WW,EX,BOP,CVM,SA,Q
P243,20.11,WW,IM,BOP,CP,NSA,Q
P29J,20.11,WW,IM,BOP,CP,SA,Q
P2EZ,20.11,WW,IM,BOP,CVM,NSA,Q
P2KH,20.11,WW,IM,BOP,CVM,SA,Q
P3ZQ,20.12,EU,EX,BOP,CP,NSA,Q
P478,20.12,EU,EX,BOP,CP,SA,Q
P4CO,20.12,EU,EX,BOP,CVM,NSA,Q
P4I6,20.12,EU,EX,BOP,CVM,SA,Q
P3DU,20.12,EU,IM,BOP,CP,NSA,Q
P3JC,20.12,EU,IM,BOP,CP,SA,Q
P3OS,20.12,EU,IM,BOP,CVM,NSA,Q
P3UA,20.12,EU,IM,BOP,CVM,SA,Q
P5BI,20.12,RW,EX,BOP,CP,NSA,Q
P5GY,20.12,RW,EX,BOP,CP,SA,Q
P5MG,20.12,RW,EX,BOP,CVM,NSA,Q
P5RW,20.12,RW,EX,BOP,CVM,SA,Q
P4NM,20.12,RW,IM,BOP,CP,NSA,Q
P4T4,20.12,RW,IM,BOP,CP,SA,Q
P4YK,20.12,RW,IM,BOP,CVM,NSA,Q
P562,20.12,RW,IM,BOP,CVM,SA,Q
P2PY,20.12,WW,EX,BOP,CP,NSA,Q
P2VG,20.12,WW,EX,BOP,CP,SA,Q
P32W,20.12,WW,EX,BOP,CVM,NSA,Q
P38E,20.12,WW,EX,BOP,CVM,SA,Q
P244,20.12,WW,IM,BOP,CP,NSA,Q
P29K,20.12,WW,IM,BOP,CP,SA,Q
P2F2,20.12,WW,IM,BOP,CVM,NSA,Q
P2KI,20.12,WW,IM,BOP,CVM,SA,Q
P3ZR,20.13,EU,EX,BOP,CP,NSA,Q
P479,20.13,EU,EX,BOP,CP,SA,Q
P4CP,20.13,EU,EX,BOP,CVM,NSA,Q
