cdid,PRODUCT,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
P4BI,10.4,EU,EX,BOP,CVM,NSA,Q
P4GY,10.4,EU,EX,BOP,CVM,SA,Q
P3CO,10.4,EU,IM,BOP,CP,NSA,Q
P3I6,10.4,EU,IM,BOP,CP,SA,Q
P3NM,10.4,EU,IM,BOP,CVM,NSA,Q
P3T4,10.4,EU,IM,BOP,CVM,SA,Q
P5AC,10.4,RW,EX,BOP,CP,NSA,Q
P5FS,10.4,RW,EX,BOP,CP,SA,Q
P5LA,10.4,RW,EX,BOP,CVM,NSA,Q
P5QQ,10.4,RW,EX,BOP,CVM,SA,Q
P4MG,10.4,RW,IM,BOP,CP,NSA,Q
P4RW,10.4,RW,IM,BOP,CP,SA,Q
P4XE,10.4,RW,IM,BOP,CVM,NSA,Q
P54U,10.4,RW,IM,BOP,CVM,SA,Q
P2OS,10.4,WW,EX,BOP,CP,NSA,Q
P2UA,10.4,WW,EX,BOP,CP,SA,Q
P2ZQ,10.4,WW,EX,BOP,CVM,NSA,Q
P378,10.4,WW,EX,BOP,CVM,SA,Q
P22W,10.4,WW,IM,BOP,CP,NSA,Q
P28E,10.4,WW,IM,BOP,CP,SA,Q
P2DU,10.4,WW,IM,BOP,CVM,NSA,Q
P2JC,10.4,WW,IM,BOP,CVM,SA,Q
P3YL,10.5,EU,EX,BOP,CP,NSA,Q
P463,10.5,EU,EX,BOP,CP,SA,Q
P4BJ,10.5,EU,EX,BOP,CVM,NSA,Q
P4GZ,10.5,EU,EX,BOP,CVM,SA,Q
P3CP,10.5,EU,IM,BOP,CP,NSA,Q
P3I7,10.5,EU,IM,BOP,CP,SA,Q
P3NN,10.5,EU,IM,BOP,CVM,NSA,Q
P3T5,10.5,EU,IM,BOP,CVM,SA,Q
P5AD,10.5,RW,EX,BOP,CP,NSA,Q
P5FT,10.5,RW,EX,BOP,CP,SA,Q
P5LB,10.5,RW,EX,BOP,CVM,NSA,Q
P5QR,10.5,RW,EX,BOP,CVM,SA,Q
P4MH,10.5,RW,IM,BOP,CP,NSA,Q
P4RX,10.5,RW,IM,BOP,CP,SA,Q
P4XF,10.5,RW,IM,BOP,CVM,NSA,Q
P54V,10.5,RW,IM,BOP,CVM,SA,Q
P2OT,10.5,WW,EX,BOP,CP,NSA,Q
P2UB,10.5,WW,EX,BOP,CP,SA,Q
P2ZR,10.5,WW,EX,BOP,CVM,NSA,Q
P379,10.5,WW,EX,BOP,CVM,SA,Q
P22X,10.5,WW,IM,BOP,CP,NSA,Q
P28F,10.5,WW,IM,BOP,CP,SA,Q
P2DV,10.5,WW,IM,BOP,CVM,NSA,Q
P2JD,10.5,WW,IM,BOP,CVM,SA,Q
P3YM,10.6,EU,EX,BOP,CP,NSA,Q
P464,10.6,EU,EX,BOP,CP,SA,Q
P4BK,10.6,EU,EX,BOP,CVM,NSA,Q
P4H2,10.6,EU,EX,BOP,CVM,SA,Q
P3CQ,10.6,EU,IM,BOP,CP,NSA,Q
P3I8,10.6,EU,IM,BOP,CP,SA,Q
P3NO,10.6,EU,IM,BOP,CVM,NSA,Q
P3T6,10.6,EU,IM,BOP,CVM,SA,Q
P5AE,10.6,RW,EX,BOP,CP,NSA,Q
P5FU,10.6,RW,EX,BOP,CP,SA,Q
P5LC,10.6,RW,EX,BOP,CVM,NSA,Q
P5QS,10.6,RW,EX,BOP,CVM,SA,Q
P4MI,10.6,RW,IM,BOP,CP,NSA,Q
P4RY,10.6,RW,IM,BOP,CP,SA,Q
P4XG,10.6,RW,IM,BOP,CVM,NSA,Q
P54W,10.6,RW,IM,BOP,CVM,SA,Q
P2OU,10.6,WW,EX,BOP,CP,NSA,Q
P2UC,10.6,WW,EX,BOP,CP,SA,Q
P2ZS,10.6,WW,EX,BOP,CVM,NSA,Q
P37A,10.6,WW,EX,BOP,CVM,SA,Q
P22Y,10.6,WW,IM,BOP,CP,NSA,Q
P28G,10.6,WW,IM,BOP,CP,SA,Q
P2DW,10.6,WW,IM,BOP,CVM,NSA,Q
P2JE,10.6,WW,IM,BOP,CVM,SA,Q
P3YN,10.7,EU,EX,BOP,CP,NSA,Q
P465,10.7,EU,EX,BOP,CP,SA,Q
P4BL,10.7,EU,EX,BOP,CVM,NSA,Q
P4H3,10.7,EU,EX,BOP,CVM,SA,Q
P3CR,10.7,EU,IM,BOP,CP,NSA,Q
P3I9,10.7,EU,IM,BOP,CP,SA,Q
P3NP,10.7,EU,IM,BOP,CVM,NSA,Q
P3T7,10.7,EU,IM,BOP,CVM,SA,Q
P5AF,10.7,RW,EX,BOP,CP,NSA,Q
P5FV,10.7,RW,EX,BOP,CP,SA,Q
P5LD,10.7,RW,EX,BOP,CVM,NSA,Q
P5QT,10.7,RW,EX,BOP,CVM,SA,Q
P4MJ,10.7,RW,IM,BOP,CP,NSA,Q
P4RZ,10.7,RW,IM,BOP,CP,SA,Q
P4XH,10.7,RW,IM,BOP,CVM,NSA,Q
P54X,10.7,RW,IM,BOP,CVM,SA,Q
P2OV,10.7,WW,EX,BOP,CP,NSA,Q
P2UD,10.7,WW,EX,BOP,CP,SA,Q
P2ZT,10.7,WW,EX,BOP,CVM,NSA,Q
P37B,10.7,WW,EX,BOP,CVM,SA,Q
P22Z,10.7,WW,IM,BOP,CP,NSA,Q
P28H,10.7,WW,IM,BOP,CP,SA,Q
P2DX,10.7,WW,IM,BOP,CVM,NSA,Q
P2JF,10.7,WW,IM,BOP,CVM,SA,Q
P3YO,10.8,EU,EX,BOP,CP,NSA,Q
P466,10.8,EU,EX,BOP,CP,SA,Q
P4BM,10.8,EU,EX,BOP,CVM,NSA,Q
P4H4,10.8,EU,EX,BOP,CVM,SA,Q
P3CS,10.8,EU,IM,BOP,CP,NSA,Q
P3IA,10.8,EU,IM,BOP,CP,SA,Q
P3NQ,10.8,EU,IM,BOP,CVM,NSA,Q
P3T8,10.8,EU,IM,BOP,CVM,SA,Q
P5AG,10.8,RW,EX,BOP,CP,NSA,Q
P5FW,10.8,RW,EX,BOP,CP,SA,Q
P5LE,10.8,RW,EX,BOP,CVM,NSA,Q
P5QU,10.8,RW,EX,BOP,CVM,SA,Q
P4MK,10.8,RW,IM,BOP,CP,NSA,Q
P4S2,10.8,RW,IM,BOP,CP,SA,Q
P4XI,10.8,RW,IM,BOP,CVM,NSA,Q
P54Y,10.8,RW,IM,BOP,CVM,SA,Q
P2OW,10.8,WW,EX,BOP,CP,NSA,Q
P2UE,10.8,WW,EX,BOP,CP,SA,Q
P2ZU,10.8,WW,EX,BOP,CVM,NSA,Q
P37C,10.8,WW,EX,BOP,CVM,SA,Q
P232,10.8,WW,IM,BOP,CP,NSA,Q
P28I,10.8,WW,IM,BOP,CP,SA,Q
P2DY,10.8,WW,IM,BOP,CVM,NSA,Q
P2JG,10.8,WW,IM,BOP,CVM,SA,Q
P3YP,10.9,EU,EX,BOP,CP,NSA,Q
P467,10.9,EU,EX,BOP,CP,SA,Q
P4BN,10.9,EU,EX,BOP,CVM,NSA,Q
P4H5,10.9,EU,EX,BOP,CVM,SA,Q
P3CT,10.9,EU,IM,BOP,CP,NSA,Q
P3IB,10.9,EU,IM,BOP,CP,SA,Q
P3NR,10.9,EU,IM,BOP,CVM,NSA,Q
P3T9,10.9,EU,IM,BOP,CVM,SA,Q
P5AH,10.9,RW,EX,BOP,CP,NSA,Q
P5FX,10.9,RW,EX,BOP,CP,SA,Q
P5LF,10.9,RW,EX,BOP,CVM,NSA,Q
P5QV,10.9,RW,EX,BOP,CVM,SA,Q
P4ML,10.9,RW,IM,BOP,CP,NSA,Q
P4S3,10.9,RW,IM,BOP,CP,SA,Q
P4XJ,10.9,RW,IM,BOP,CVM,NSA,Q
P54Z,10.9,RW,IM,BOP,CVM,SA,Q
P2OX,10.9,WW,EX,BOP,CP,NSA,Q
P2UF,10.9,WW,EX,BOP,CP,SA,Q
P2ZV,10.9,WW,EX,BOP,CVM,NSA,Q
P37D,10.9,WW,EX,BOP,CVM,SA,Q
P233,10.9,WW,IM,BOP,CP,NSA,Q
P28J,10.9,WW,IM,BOP,CP,SA,Q
P2DZ,10.9,WW,IM,BOP,CVM,NSA,Q
P2JH,10.9,WW,IM,BOP,CVM,SA,Q
P3YQ,11,EU,EX,BOP,CP,NSA,Q
P468,11,EU,EX,BOP,CP,SA,Q
P4BO,11,EU,EX,BOP,CVM,NSA,Q
P4H6,11,EU,EX,BOP,CVM,SA,Q
P3CU,11,EU,IM,BOP,CP,NSA,Q
P3IC,11,EU,IM,BOP,CP,SA,Q
P3NS,11,EU,IM,BOP,CVM,NSA,Q
P3TA,11,EU,IM,BOP,CVM,SA,Q
P5AI,11,RW,EX,BOP,CP,NSA,Q
P5FY,11,RW,EX,BOP,CP,SA,Q
P5LG,11,RW,EX,BOP,CVM,NSA,Q
P5QW,11,RW,EX,BOP,CVM,SA,Q
P4MM,11,RW,IM,BOP,CP,NSA,Q
P4S4,11,RW,IM,BOP,CP,SA,Q
P4XK,11,RW,IM,BOP,CVM,NSA,Q
P552,11,RW,IM,BOP,CVM,SA,Q
P2OY,11,WW,EX,BOP,CP,NSA,Q
P2UG,11,WW,EX,BOP,CP,SA,Q
P2ZW,11,WW,EX,BOP,CVM,NSA,Q
P37E,11,WW,EX,BOP,CVM,SA,Q
P234,11,WW,IM,BOP,CP,NSA,Q
P28K,11,WW,IM,BOP,CP,SA,Q
P2E2,11,WW,IM,BOP,CVM,NSA,Q
P2JI,11,WW,IM,BOP,CVM,SA,Q
P3YR,11.01,EU,EX,BOP,CP,NSA,Q
P469,11.01,EU,EX,BOP,CP,SA,Q
P4BP,11.01,EU,EX,BOP,CVM,NSA,Q
P4H7,11.01,EU,EX,BOP,CVM,SA,Q
P3CV,11.01,EU,IM,BOP,CP,NSA,Q
P3ID,11.01,EU,IM,BOP,CP,SA,Q
P3NT,11.01,EU,IM,BOP,CVM,NSA,Q
P3TB,11.01,EU,IM,BOP,CVM,SA,Q
P5AJ,11.01,RW,EX,BOP,CP,NSA,Q
P5FZ,11.01,RW,EX,BOP,CP,SA,Q
P5LH,11.01,RW,EX,BOP,CVM,NSA,Q
P5QX,11.01,RW,EX,BOP,CVM,SA,Q
P4MN,11.01,RW,IM,BOP,CP,NSA,Q
P4S5,11.01,RW,IM,BOP,CP,SA,Q
P4XL,11.01,RW,IM,BOP,CVM,NSA,Q
P553,11.01,RW,IM,BOP,CVM,SA,Q
P2OZ,11.01,WW,EX,BOP,CP,NSA,Q
P2UH,11.01,WW,EX,BOP,CP,SA,Q
P2ZX,11.01,WW,EX,BOP,CVM,NSA,Q
P37F,11.01,WW,EX,BOP,CVM,SA,Q
P235,11.01,WW,IM,BOP,CP,NSA,Q
P28L,11.01,WW,IM,BOP,CP,SA,Q
P2E3,11.01,WW,IM,BOP,CVM,NSA,Q
P2JJ,11.01,WW,IM,BOP,CVM,SA,Q
P3YS,11.02,EU,EX,BOP,CP,NSA,Q
P46A,11.02,EU,EX,BOP,CP,SA,Q
P4BQ,11.02,EU,EX,BOP,CVM,NSA,Q
P4H8,11.02,EU,EX,BOP,CVM,SA,Q
P3CW,11.02,EU,IM,BOP,CP,NSA,Q
P3IE,11.02,EU,IM,BOP,CP,SA,Q
P3NU,11.02,EU,IM,BOP,CVM,NSA,Q
P3TC,11.02,EU,IM,BOP,CVM,SA,Q
P5AK,11.02,RW,EX,BOP,CP,NSA,Q
P5G2,11.02,RW,EX,BOP,CP,SA,Q
P5LI,11.02,RW,EX,BOP,CVM,NSA,Q
P5QY,11.02,RW,EX,BOP,CVM,SA,Q
P4MO,11.02,RW,IM,BOP,CP,NSA,Q
P4S6,11.02,RW,IM,BOP,CP,SA,Q
P4XM,11.02,RW,IM,BOP,CVM,NSA,Q
P554,11.02,RW,IM,BOP,CVM,SA,Q
P2P2,11.02,WW,EX,BOP,CP,NSA,Q
P2UI,11.02,WW,EX,BOP,CP,SA,Q
P2ZY,11.02,WW,EX,BOP,CVM,NSA,Q
P37G,11.02,WW,EX,BOP,CVM,SA,Q
P236,11.02,WW,IM,BOP,CP,NSA,Q
P28M,11.02,WW,IM,BOP,CP,SA,Q
P2E4,11.02,WW,IM,BOP,CVM,NSA,Q
P2JK,11.02,WW,IM,BOP,CVM,SA,Q
P3YT,11.03,EU,EX,BOP,CP,NSA,Q
P46B,11.03,EU,EX,BOP,CP,SA,Q
P4BR,11.03,EU,EX,BOP,CVM,NSA,Q
P4H9,11.03,EU,EX,BOP,CVM,SA,Q
P3CX,11.03,EU,IM,BOP,CP,NSA,Q
P3IF,11.03,EU,IM,BOP,CP,SA,Q
P3NV,11.03,EU,IM,BOP,CVM,NSA,Q
P3TD,11.03,EU,IM,BOP,CVM,SA,Q
P5AL,11.03,RW,EX,BOP,CP,NSA,Q
P5G3,11.03,RW,EX,BOP,CP,SA,Q
P5LJ,11.03,RW,EX,BOP,CVM,NSA,Q
P5QZ,11.03,RW,EX,BOP,CVM,SA,Q
P4MP,11.03,RW,IM,BOP,CP,NSA,Q
P4S7,11.03,RW,IM,BOP,CP,SA,Q
P4XN,11.03,RW,IM,BOP,CVM,NSA,Q
P555,11.03,RW,IM,BOP,CVM,SA,Q
P2P3,11.03,WW,EX,BOP,CP,NSA,Q
P2UJ,11.03,WW,EX,BOP,CP,SA,Q
P2ZZ,11.03,WW,EX,BOP,CVM,NSA,Q
P37H,11.03,WW,EX,BOP,CVM,SA,Q
P237,11.03,WW,IM,BOP,CP,NSA,Q
P28N,11.03,WW,IM,BOP,CP,SA,Q
P2E5,11.03,WW,IM,BOP,CVM,NSA,Q
P2JL,11.03,WW,IM,BOP,CVM,SA,Q
P3YU,11.04,EU,EX,BOP,CP,NSA,Q
P46C,11.04,EU,EX,BOP,CP,SA,Q
P4BS,11.04,EU,EX,BOP,CVM,NSA,Q
P4HA,11.04,EU,EX,BOP,CVM,SA,Q
P3CY,11.04,EU,IM,BOP,CP,NSA,Q
P3IG,11.04,EU,IM,BOP,CP,SA,Q
P3NW,11.04,EU,IM,BOP,CVM,NSA,Q
P3TE,11.04,EU,IM,BOP,CVM,SA,Q
P5AM,11.04,RW,EX,BOP,CP,NSA,Q
P5G4,11.04,RW,EX,BOP,CP,SA,Q
P5LK,11.04,RW,EX,BOP,CVM,NSA,Q
P5R2,11.04,RW,EX,BOP,CVM,SA,Q
P4MQ,11.04,RW,IM,BOP,CP,NSA,Q
P4S8,11.04,RW,IM,BOP,CP,SA,Q
P4XO,11.04,RW,IM,BOP,CVM,NSA,Q
P556,11.04,RW,IM,BOP,CVM,SA,Q
P2P4,11.04,WW,EX,BOP,CP,NSA,Q
P2UK,11.04,WW,EX,BOP,CP,SA,Q
P322,11.04,WW,EX,BOP,CVM,NSA,Q
P37I,11.04,WW,EX,BOP,CVM,SA,Q
P238,11.04,WW,IM,BOP,CP,NSA,Q
P28O,11.04,WW,IM,BOP,CP,SA,Q
P2E6,11.04,WW,IM,BOP,CVM,NSA,Q
P2JM,11.04,WW,IM,BOP,CVM,SA,Q
P3YV,11.05,EU,EX,BOP,CP,NSA,Q
P46D,11.05,EU,EX,BOP,CP,SA,Q
P4BT,11.05,EU,EX,BOP,CVM,NSA,Q
P4HB,11.05,EU,EX,BOP,CVM,SA,Q
P3CZ,11.05,EU,IM,BOP,CP,NSA,Q
P3IH,11.05,EU,IM,BOP,CP,SA,Q
P3NX,11.05,EU,IM,BOP,CVM,NSA,Q
P3TF,11.05,EU,IM,BOP,CVM,SA,Q
P5AN,11.05,RW,EX,BOP,CP,NSA,Q
P5G5,11.05,RW,EX,BOP,CP,SA,Q
P5LL,11.05,RW,EX,BOP,CVM,NSA,Q
P5R3,11.05,RW,EX,BOP,CVM,SA,Q
P4MR,11.05,RW,IM,BOP,CP,NSA,Q
P4S9,11.05,RW,IM,BOP,CP,SA,Q
P4XP,11.05,RW,IM,BOP,CVM,NSA,Q
P557,11.05,RW,IM,BOP,CVM,SA,Q
P2P5,11.05,WW,EX,BOP,CP,NSA,Q
P2UL,11.05,WW,EX,BOP,CP,SA,Q
P323,11.05,WW,EX,BOP,CVM,NSA,Q
P37J,11.05,WW,EX,BOP,CVM,SA,Q
P239,11.05,WW,IM,BOP,CP,NSA,Q
P28P,11.05,WW,IM,BOP,CP,SA,Q
P2E7,11.05,WW,IM,BOP,CVM,NSA,Q
P2JN,11.05,WW,IM,BOP,CVM,SA,Q
P3YW,11.06,EU,EX,BOP,CP,NSA,Q
P46E,11.06,EU,EX,BOP,CP,SA,Q
P4BU,11.06,EU,EX,BOP,CVM,NSA,Q
P4HC,11.06,EU,EX,BOP,CVM,SA,Q
P3D2,11.06,EU,IM,BOP,CP,NSA,Q
P3II,11.06,EU,IM,BOP,CP,SA,Q
P3NY,11.06,EU,IM,BOP,CVM,NSA,Q
P3TG,11.06,EU,IM,BOP,CVM,SA,Q
P5AO,11.06,RW,EX,BOP,CP,NSA,Q
P5G6,11.06,RW,EX,BOP,CP,SA,Q
P5LM,11.06,RW,EX,BOP,CVM,NSA,Q
P5R4,11.06,RW,EX,BOP,CVM,SA,Q
P4MS,11.06,RW,IM,BOP,CP,NSA,Q
P4SA,11.06,RW,IM,BOP,CP,SA,Q
P4XQ,11.06,RW,IM,BOP,CVM,NSA,Q
P558,11.06,RW,IM,BOP,CVM,SA,Q
P2P6,11.06,WW,EX,BOP,CP,NSA,Q
P2UM,11.06,WW,EX,BOP,CP,SA,Q
P324,11.06,WW,EX,BOP,CVM,NSA,Q
P37K,11.06,WW,EX,BOP,CVM,SA,Q
P23A,11.06,WW,IM,BOP,CP,NSA,Q
P28Q,11.06,WW,IM,BOP,CP,SA,Q
P2E8,11.06,WW,IM,BOP,CVM,NSA,Q
P2JO,11.06,WW,IM,BOP,CVM,SA,Q
P3YX,11.07,EU,EX,BOP,CP,NSA,Q
P46F,11.07,EU,EX,BOP,CP,SA,Q
P4BV,11.07,EU,EX,BOP,CVM,NSA,Q
P4HD,11.07,EU,EX,BOP,CVM,SA,Q
P3D3,11.07,EU,IM,BOP,CP,NSA,Q
P3IJ,11.07,EU,IM,BOP,CP,SA,Q
P3NZ,11.07,EU,IM,BOP,CVM,NSA,Q
P3TH,11.07,EU,IM,BOP,CVM,SA,Q
P5AP,11.07,RW,EX,BOP,CP,NSA,Q
P5G7,11.07,RW,EX,BOP,CP,SA,Q
P5LN,11.07,RW,EX,BOP,CVM,NSA,Q
P5R5,11.07,RW,EX,BOP,CVM,SA,Q
P4MT,11.07,RW,IM,BOP,CP,NSA,Q
P4SB,11.07,RW,IM,BOP,CP,SA,Q
P4XR,11.07,RW,IM,BOP,CVM,NSA,Q
P559,11.07,RW,IM,BOP,CVM,SA,Q
P2P7,11.07,WW,EX,BOP,CP,NSA,Q
P2UN,11.07,WW,EX,BOP,CP,SA,Q
P325,11.07,WW,EX,BOP,CVM,NSA,Q
P37L,11.07,WW,EX,BOP,CVM,SA,Q
P23B,11.07,WW,IM,BOP,CP,NSA,Q
P28R,11.07,WW,IM,BOP,CP,SA,Q
P2E9,11.07,WW,IM,BOP,CVM,NSA,Q
P2JP,11.07,WW,IM,BOP,CVM,SA,Q
P3YY,12,EU,EX,BOP,CP,NSA,Q
P46G,12,EU,EX,BOP,CP,SA,Q
P4BW,12,EU,EX,BOP,CVM,NSA,Q
P4HE,12,EU,EX,BOP,CVM,SA,Q
P3D4,12,EU,IM,BOP,CP,NSA,Q
P3IK,12,EU,IM,BOP,CP,SA,Q
P3O2,12,EU,IM,BOP,CVM,NSA,Q
P3TI,12,EU,IM,BOP,CVM,SA,Q
P5AQ,12,RW,EX,BOP,CP,NSA,Q
P5G8,12,RW,EX,BOP,CP,SA,Q
P5LO,12,RW,EX,BOP,CVM,NSA,Q
P5R6,12,RW,EX,BOP,CVM,SA,Q
P4MU,12,RW,IM,BOP,CP,NSA,Q
P4SC,12,RW,IM,BOP,CP,SA,Q
P4XS,12,RW,IM,BOP,CVM,NSA,Q
P55A,12,RW,IM,BOP,CVM,SA,Q
P2P8,12,WW,EX,BOP,CP,NSA,Q
P2UO,12,WW,EX,BOP,CP,SA,Q
P326,12,WW,EX,BOP,CVM,NSA,Q
P37M,12,WW,EX,BOP,CVM,SA,Q
P23C,12,WW,IM,BOP,CP,NSA,Q
P28S,12,WW,IM,BOP,CP,SA,Q
P2EA,12,WW,IM,BOP,CVM,NSA,Q
P2JQ,12,WW,IM,BOP,CVM,SA,Q
P3YZ,12,EU,EX,BOP,CP,NSA,Q
P46H,12,EU,EX,BOP,CP,SA,Q
P4BX,12,EU,EX,BOP,CVM,NSA,Q
P4HF,12,EU,EX,BOP,CVM,SA,Q
P3D5,12,EU,IM,BOP,CP,NSA,Q
P3IL,12,EU,IM,BOP,CP,SA,Q
P3O3,12,EU,IM,BOP,CVM,NSA,Q
P3TJ,12,EU,IM,BOP,CVM,SA,Q
P5AR,12,RW,EX,BOP,CP,NSA,Q
P5G9,12,RW,EX,BOP,CP,SA,Q
P5LP,12,RW,EX,BOP,CVM,NSA,Q
P5R7,12,RW,EX,BOP,CVM,SA,Q
P4MV,12,RW,IM,BOP,CP,NSA,Q
P4SD,12,RW,IM,BOP,CP,SA,Q
P4XT,12,RW,IM,BOP,CVM,NSA,Q
P55B,12,RW,IM,BOP,CVM,SA,Q
P2P9,12,WW,EX,BOP,CP,NSA,Q
P2UP,12,WW,EX,BOP,CP,SA,Q
P327,12,WW,EX,BOP,CVM,NSA,Q
P37N,12,WW,EX,BOP,CVM,SA,Q
P23D,12,WW,IM,BOP,CP,NSA,Q
P28T,12,WW,IM,BOP,CP,SA,Q
P2EB,12,WW,IM,BOP,CVM,NSA,Q
P2JR,12,WW,IM,BOP,CVM,SA,Q
P3Z2,13,EU,EX,BOP,CP,NSA,Q
P46I,13,EU,EX,BOP,CP,SA,Q
P4BY,13,EU,EX,BOP,CVM,NSA,Q
P4HG,13,EU,EX,BOP,CVM,SA,Q
P3D6,13,EU,IM,BOP,CP,NSA,Q
P3IM,13,EU,IM,BOP,CP,SA,Q
P3O4,13,EU,IM,BOP,CVM,NSA,Q
P3TK,13,EU,IM,BOP,CVM,SA,Q
P5AS,13,RW,EX,BOP,CP,NSA,Q
P5GA,13,RW,EX,BOP,CP,SA,Q
P5LQ,13,RW,EX,BOP,CVM,NSA,Q
P5R8,13,RW,EX,BOP,CVM,SA,Q
P4MW,13,RW,IM,BOP,CP,NSA,Q
P4SE,13,RW,IM,BOP,CP,SA,Q
P4XU,13,RW,IM,BOP,CVM,NSA,Q
P55C,13,RW,IM,BOP,CVM,SA,Q
P2PA,13,WW,EX,BOP,CP,NSA,Q
P2UQ,13,WW,EX,BOP,CP,SA,Q
P328,13,WW,EX,BOP,CVM,NSA,Q
P37O,13,WW,EX,BOP,CVM,SA,Q
P23E,13,WW,IM,BOP,CP,NSA,Q
P28U,13,WW,IM,BOP,CP,SA,Q
P2EC,13,WW,IM,BOP,CVM,NSA,Q
P2JS,13,WW,IM,BOP,CVM,SA,Q
P3Z3,13.1,EU,EX,BOP,CP,NSA,Q
P46J,13.1,EU,EX,BOP,CP,SA,Q
P4BZ,13.1,EU,EX,BOP,CVM,NSA,Q
P4HH,13.1,EU,EX,BOP,CVM,SA,Q
P3D7,13.1,EU,IM,BOP,CP,NSA,Q
P3IN,13.1,EU,IM,BOP,CP,SA,Q
P3O5,13.1,EU,IM,BOP,CVM,NSA,Q
P3TL,13.1,EU,IM,BOP,CVM,SA,Q
P5AT,13.1,RW,EX,BOP,CP,NSA,Q
P5GB,13.1,RW,EX,BOP,CP,SA,Q
P5LR,13.1,RW,EX,BOP,CVM,NSA,Q
P5R9,13.1,RW,EX,BOP,CVM,SA,Q
P4MX,13.1,RW,IM,BOP,CP,NSA,Q
P4SF,13.1,RW,IM,BOP,CP,SA,Q
P4XV,13.1,RW,IM,BOP,CVM,NSA,Q
P55D,13.1,RW,IM,BOP,CVM,SA,Q
P2PB,13.1,WW,EX,BOP,CP,NSA,Q
P2UR,13.1,WW,EX,BOP,CP,SA,Q
P329,13.1,WW,EX,BOP,CVM,NSA,Q
P37P,13.1,WW,EX,BOP,CVM,SA,Q
P23F,13.1,WW,IM,BOP,CP,NSA,Q
P28V,13.1,WW,IM,BOP,CP,SA,Q
P2ED,13.1,WW,IM,BOP,CVM,NSA,Q
P2JT,13.1,WW,IM,BOP,CVM,SA,Q
P3Z4,13.2,EU,EX,BOP,CP,NSA,Q
P46K,13.2,EU,EX,BOP,CP,SA,Q
P4C2,13.2,EU,EX,BOP,CVM,NSA,Q
P4HI,13.2,EU,EX,BOP,CVM,SA,Q
P3D8,13.2,EU,IM,BOP,CP,NSA,Q
P3IO,13.2,EU,IM,BOP,CP,SA,Q
P3O6,13.2,EU,IM,BOP,CVM,NSA,Q
P3TM,13.2,EU,IM,BOP,CVM,SA,Q
P5AU,13.2,RW,EX,BOP,CP,NSA,Q
P5GC,13.2,RW,EX,BOP,CP,SA,Q
P5LS,13.2,RW,EX,BOP,CVM,NSA,Q
P5RA,13.2,RW,EX,BOP,CVM,SA,Q
P4MY,13.2,RW,IM,BOP,CP,NSA,Q
P4SG,13.2,RW,IM,BOP,CP,SA,Q
P4XW,13.2,RW,IM,BOP,CVM,NSA,Q
P55E,13.2,RW,IM,BOP,CVM,SA,Q
P2PC,13.2,WW,EX,BOP,CP,NSA,Q
P2US,13.2,WW,EX,BOP,CP,SA,Q
P32A,13.2,WW,EX,BOP,CVM,NSA,Q
P37Q,13.2,WW,EX,BOP,CVM,SA,Q
P23G,13.2,WW,IM,BOP,CP,NSA,Q
P28W,13.2,WW,IM,BOP,CP,SA,Q
P2EE,13.2,WW,IM,BOP,CVM,NSA,Q
P2JU,13.2,WW,IM,BOP,CVM,SA,Q
P3Z5,13.9,EU,EX,BOP,CP,NSA,Q
P46L,13.9,EU,EX,BOP,CP,SA,Q
P4C3,13.9,EU,EX,BOP,CVM,NSA,Q
P4HJ,13.9,EU,EX,BOP,CVM,SA,Q
P3D9,13.9,EU,IM,BOP,CP,NSA,Q
P3IP,13.9,EU,IM,BOP,CP,SA,Q
P3O7,13.9,EU,IM,BOP,CVM,NSA,Q
P3TN,13.9,EU,IM,BOP,CVM,SA,Q
P5AV,13.9,RW,EX,BOP,CP,NSA,Q
P5GD,13.9,RW,EX,BOP,CP,SA,Q
P5LT,13.9,RW,EX,BOP,CVM,NSA,Q
P5RB,13.9,RW,EX,BOP,CVM,SA,Q
P4MZ,13.9,RW,IM,BOP,CP,NSA,Q
P4SH,13.9,RW,IM,BOP,CP,SA,Q
P4XX,13.9,RW,IM,BOP,CVM,NSA,Q
P55F,13.9,RW,IM,BOP,CVM,SA,Q
P2PD,13.9,WW,EX,BOP,CP,NSA,Q
P2UT,13.9,WW,EX,BOP,CP,SA,Q
P32B,13.9,WW,EX,BOP,CVM,NSA,Q
P37R,13.9,WW,EX,BOP,CVM,SA,Q
P23H,13.9,WW,IM,BOP,CP,NSA,Q
P28X,13.9,WW,IM,BOP,CP,SA,Q
P2EF,13.9,WW,IM,BOP,CVM,NSA,Q
P2JV,13.9,WW,IM,BOP,CVM,SA,Q
P3Z6,14,EU,EX,BOP,CP,NSA,Q
P46M,14,EU,EX,BOP,CP,SA,Q
P4C4,14,EU,EX,BOP,CVM,NSA,Q
P4HK,14,EU,EX,BOP,CVM,SA,Q
P3DA,14,EU,IM,BOP,CP,NSA,Q
P3IQ,14,EU,IM,BOP,CP,SA,Q
P3O8,14,EU,IM,BOP,CVM,NSA,Q
P3TO,14,EU,IM,BOP,CVM,SA,Q
P5AW,14,RW,EX,BOP,CP,NSA,Q
P5GE,14,RW,EX,BOP,CP,SA,Q
P5LU,14,RW,EX,BOP,CVM,NSA,Q
P5RC,14,RW,EX,BOP,CVM,SA,Q
P4N2,14,RW,IM,BOP,CP,NSA,Q
