cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ
SDFW,3,EU,EX,BOP,CVM,SA
SDJM,3,EU,EX,BOP,DEF,NSA
SDFQ,3,EU,EX,BOP,IDEF,NSA
SDFR,3,EU,EX,BOP,IDEF,SA
SDJO,3,EU,EX,BOP,VM,NSA
SDJP,3,EU,EX,BOP,VM,SA
SDKJ,3,EU,IM,OTS,CP,NSA
SDKM,3,EU,IM,OTS,CVM,NSA
SDKL,3,EU,IM,OTS,KQ,NSA
SDJY,3,EU,IM,BOP,CP,NSA
SDJZ,3,EU,IM,BOP,CP,SA
SDKB,3,EU,IM,BOP,CVM,NSA
SDKC,3,EU,IM,BOP,CVM,SA
SDKG,3,EU,IM,BOP,DEF,NSA
SDJW,3,EU,IM,BOP,IDEF,NSA
SDJX,3,EU,IM,BOP,IDEF,SA
SDKH,3,EU,IM,BOP,VM,NSA
SDKI,3,EU,IM,BOP,VM,SA
SDKO,3,RW,BAL,BOP,CP,NSA
SDKP,3,RW,BAL,BOP,CP,SA
SDLL,3,RW,EX,OTS,CP,NSA
SDLO,3,RW,EX,OTS,CVM,NSA
SDLN,3,RW,EX,OTS,KQ,NSA
SDKZ,3,RW,EX,BOP,CP,NSA
SDLA,3,RW,EX,BOP,CP,SA
SDLD,3,RW,EX,BOP,CVM,NSA
SDLE,3,RW,EX,BOP,CVM,SA
SDLI,3,RW,EX,BOP,DEF,NSA
SDKX,3,RW,EX,BOP,IDEF,NSA
SDKY,3,RW,EX,BOP,IDEF,SA
SDLJ,3,RW,EX,BOP,VM,NSA
SDLK,3,RW,EX,BOP,VM,SA
SDMJ,3,RW,IM,OTS,CP,NSA
SDMQ,3,RW,IM,OTS,CVM,NSA
SDMP,3,RW,IM,OTS,KQ,NSA
SDLS,3,RW,IM,BOP,CP,NSA
SDLT,3,RW,IM,BOP,CP,SA
SDLV,3,RW,IM,BOP,CVM,NSA
SDLW,3,RW,IM,BOP,CVM,SA
SDMA,3,RW,IM,BOP,DEF,NSA
SDLQ,3,RW,IM,BOP,IDEF,NSA
SDLR,3,RW,IM,BOP,IDEF,SA
SDMB,3,RW,IM,BOP,VM,NSA
SDMC,3,RW,IM,BOP,VM,SA
ENDB,3,WW,BAL,BOP,CP,NSA
ELBG,3,WW,BAL,BOP,CP,SA
OHBH,3,WW,BAL,BOP,DEF,NSA
BQCI,3,WW,EX,OTS,CP,NSA
ELDN,3,WW,EX,OTS,IDEF,NSA
OANZ,3,WW,EX,OTS,KQ,NSA
ELDF,3,WW,EX,OTS,VM,NSA
BOPC,3,WW,EX,BOP,CP,NSA
BOPN,3,WW,EX,BOP,CP,SA
BOWC,3,WW,EX,BOP,CVM,NSA
BOXC,3,WW,EX,BOP,CVM,SA
BPDU,3,WW,EX,BOP,DEF,NSA
BOUC,3,WW,EX,BOP,IDEF,NSA
BOVC,3,WW,EX,BOP,IDEF,SA
BORC,3,WW,EX,BOP,VM,NSA
BAFC,3,WW,EX,BOP,VM,SA
BQHY,3,WW,IM,OTS,CP,NSA
ELED,3,WW,IM,OTS,IDEF,NSA
OCNZ,3,WW,IM,OTS,KQ,NSA
ELDV,3,WW,IM,OTS,VM,NSA
BPAC,3,WW,IM,BOP,CP,NSA
BQAT,3,WW,IM,BOP,CP,SA
BPHC,3,WW,IM,BOP,CVM,NSA
BPIC,3,WW,IM,BOP,CVM,SA
ELAP,3,WW,IM,BOP,DEF,NSA
BPFC,3,WW,IM,BOP,IDEF,NSA
BPGC,3,WW,IM,BOP,IDEF,SA
BPCC,3,WW,IM,BOP,VM,NSA
BQBM,3,WW,IM,BOP,VM,SA
SIHT,33,EU,BAL,BOP,CP,NSA
SIHU,33,EU,BAL,BOP,CP,SA
SIII,33,EU,EX,OTS,CP,NSA
SIIL,33,EU,EX,OTS,CVM,NSA
SIIK,33,EU,EX,OTS,KQ,NSA
SIHX,33,EU,EX,BOP,CP,NSA
SIHY,33,EU,EX,BOP,CP,SA
SIIA,33,EU,EX,BOP,CVM,NSA
SIIB,33,EU,EX,BOP,CVM,SA
SIIF,33,EU,EX,BOP,DEF,NSA
SIHV,33,EU,EX,BOP,IDEF,NSA
SIHW,33,EU,EX,BOP,IDEF,SA
SIIG,33,EU,EX,BOP,VM,NSA
SIIH,33,EU,EX,BOP,VM,SA
SIJA,33,EU,IM,OTS,CP,NSA
SIJD,33,EU,IM,OTS,CVM,NSA
SIJC,33,EU,IM,OTS,KQ,NSA
SIIP,33,EU,IM,BOP,CP,NSA
SIIQ,33,EU,IM,BOP,CP,SA
SIIS,33,EU,IM,BOP,CVM,NSA
SIIT,33,EU,IM,BOP,CVM,SA
SIIX,33,EU,IM,BOP,DEF,NSA
SIIN,33,EU,IM,BOP,IDEF,NSA
SIIO,33,EU,IM,BOP,IDEF,SA
SIIY,33,EU,IM,BOP,VM,NSA
SIIZ,33,EU,IM,BOP,VM,SA
SIJF,33,RW,BAL,BOP,CP,NSA
SIJG,33,RW,BAL,BOP,CP,SA
SIJU,33,RW,EX,OTS,CP,NSA
SIJX,33,RW,EX,OTS,CVM,NSA
SIJW,33,RW,EX,OTS,KQ,NSA
SIJJ,33,RW,EX,BOP,CP,NSA
SIJK,33,RW,EX,BOP,CP,SA
SIJM,33,RW,EX,BOP,CVM,NSA
SIJN,33,RW,EX,BOP,CVM,SA
SIJR,33,RW,EX,BOP,DEF,NSA
SIJH,33,RW,EX,BOP,IDEF,NSA
SIJI,33,RW,EX,BOP,IDEF,SA
SIJS,33,RW,EX,BOP,VM,NSA
SIJT,33,RW,EX,BOP,VM,SA
SIKM,33,RW,IM,OTS,CP,NSA
SIKP,33,RW,IM,OTS,CVM,NSA
SIKO,33,RW,IM,OTS,KQ,NSA
SIKB,33,RW,IM,BOP,CP,NSA
SIKC,33,RW,IM,BOP,CP,SA
SIKE,33,RW,IM,BOP,CVM,NSA
SIKF,33,RW,IM,BOP,CVM,SA
SIKJ,33,RW,IM,BOP,DEF,NSA
SIJZ,33,RW,IM,BOP,IDEF,NSA
SIKA,33,RW,IM,BOP,IDEF,SA
SIKK,33,RW,IM,BOP,VM,NSA
SIKL,33,RW,IM,BOP,VM,SA
BQNE,33,WW,BAL,BOP,CP,NSA
ENXQ,33,WW,BAL,BOP,CP,SA
OANY,33,WW,EX,OTS,KQ,NSA
BOKL,33,WW,EX,BOP,CP,NSA
ELBL,33,WW,EX,BOP,CP,SA
BOWX,33,WW,EX,BOP,CVM,NSA
BOXX,33,WW,EX,BOP,CVM,SA
BQAL,33,WW,EX,BOP,DEF,NSA
BOUX,33,WW,EX,BOP,IDEF,NSA
BOVX,33,WW,EX,BOP,IDEF,SA
BONC,33,WW,EX,BOP,VM,NSA
BOSX,33,WW,EX,BOP,VM,SA
OCNY,33,WW,IM,OTS,KQ,NSA
BQAQ,33,WW,IM,BOP,CP,NSA
ENXO,33,WW,IM,BOP,CP,SA
BPHX,33,WW,IM,BOP,CVM,NSA
BPIX,33,WW,IM,BOP,CVM,SA
ELBB,33,WW,IM,BOP,DEF,NSA
BPFX,33,WW,IM,BOP,IDEF,NSA
BPGX,33,WW,IM,BOP,IDEF,SA
ELAM,33,WW,IM,BOP,VM,NSA
BPDX,33,WW,IM,BOP,VM,SA
SDYU,33O,EU,EX,OTS,CP,NSA
SDYV,33O,EU,EX,OTS,CVM,NSA
SDYW,33O,EU,EX,OTS,KQ,NSA
SDYQ,33O,EU,EX,BOP,CP,NSA
SDZE,33O,EU,EX,BOP,CP,SA
SDYR,33O,EU,EX,BOP,CVM,NSA
SDZI,33O,EU,EX,BOP,CVM,SA
SDZO,33O,EU,EX,BOP,DEF,NSA
SDYY,33O,EU,EX,BOP,IDEF,NSA
SDYZ,33O,EU,EX,BOP,IDEF,SA
SDZP,33O,EU,EX,BOP,VM,NSA
SDZQ,33O,EU,EX,BOP,VM,SA
SEAG,33O,EU,IM,OTS,CP,NSA
SEAH,33O,EU,IM,OTS,CVM,NSA
SEAI,33O,EU,IM,OTS,KQ,NSA
SEAB,33O,EU,IM,BOP,CP,NSA
SEAS,33O,EU,IM,BOP,CP,SA
SEAC,33O,EU,IM,BOP,CVM,NSA
SEAW,33O,EU,IM,BOP,CVM,SA
SEBC,33O,EU,IM,BOP,DEF,NSA
SEAM,33O,EU,IM,BOP,IDEF,NSA
SEAN,33O,EU,IM,BOP,IDEF,SA
SEBD,33O,EU,IM,BOP,VM,NSA
SEBE,33O,EU,IM,BOP,VM,SA
SEBT,33O,RW,EX,OTS,CP,NSA
SEBU,33O,RW,EX,OTS,CVM,NSA
SEBV,33O,RW,EX,OTS,KQ,NSA
SEBP,33O,RW,EX,BOP,CP,NSA
SECD,33O,RW,EX,BOP,CP,SA
SEBQ,33O,RW,EX,BOP,CVM,NSA
SECH,33O,RW,EX,BOP,CVM,SA
SECN,33O,RW,EX,BOP,DEF,NSA
SEBX,33O,RW,EX,BOP,IDEF,NSA
SEBY,33O,RW,EX,BOP,IDEF,SA
SECO,33O,RW,EX,BOP,VM,NSA
SECP,33O,RW,EX,BOP,VM,SA
SEDG,33O,RW,IM,OTS,CP,NSA
SEDH,33O,RW,IM,OTS,CVM,NSA
SEDI,33O,RW,IM,OTS,KQ,NSA
SEDA,33O,RW,IM,BOP,CP,NSA
SEDS,33O,RW,IM,BOP,CP,SA
SEDB,33O,RW,IM,BOP,CVM,NSA
SEDW,33O,RW,IM,BOP,CVM,SA
SEEC,33O,RW,IM,BOP,DEF,NSA
SEDM,33O,RW,IM,BOP,IDEF,NSA
SEDN,33O,RW,IM,BOP,IDEF,SA
SEED,33O,RW,IM,BOP,VM,NSA
SEEE,33O,RW,IM,BOP,VM,SA
BQMG,33O,WW,BAL,BOP,CP,NSA
ENIU,33O,WW,BAL,BOP,CP,SA
OAAA,33O,WW,EX,OTS,CP,NSA
BQNX,33O,WW,EX,BOP,CP,NSA
BQNI,33O,WW,EX,BOP,CP,SA
BOWG,33O,WW,EX,BOP,CVM,NSA
BOXG,33O,WW,EX,BOP,CVM,SA
BQAC,33O,WW,EX,BOP,DEF,NSA
BOUG,33O,WW,EX,BOP,IDEF,NSA
BOVG,33O,WW,EX,BOP,IDEF,SA
BOGH,33O,WW,EX,BOP,VM,NSA
BOSG,33O,WW,EX,BOP,VM,SA
OCAA,33O,WW,IM,OTS,CP,NSA
OCFY,33O,WW,IM,OTS,KQ,NSA
BQNM,33O,WW,IM,BOP,CP,NSA
BQNJ,33O,WW,IM,BOP,CP,SA
BPHG,33O,WW,IM,BOP,CVM,NSA
BPIG,33O,WW,IM,BOP,CVM,SA
ELAS,33O,WW,IM,BOP,DEF,NSA
BPFG,33O,WW,IM,BOP,IDEF,NSA
BPGG,33O,WW,IM,BOP,IDEF,SA
BQPV,33O,WW,IM,BOP,VM,NSA
ELAD,33O,WW,IM,BOP,VM,SA
SEEU,33R,EU,EX,OTS,CP,NSA
SEEV,33R,EU,EX,OTS,CVM,NSA
SEEW,33R,EU,EX,OTS,KQ,NSA
SEEQ,33R,EU,EX,BOP,CP,NSA
SEFC,33R,EU,EX,BOP,CP,SA
SEER,33R,EU,EX,BOP,CVM,NSA
SEFG,33R,EU,EX,BOP,CVM,SA
SEFK,33R,EU,EX,BOP,DEF,NSA
SEEY,33R,EU,EX,BOP,IDEF,NSA
SEEZ,33R,EU,EX,BOP,IDEF,SA
SEFL,33R,EU,EX,BOP,VM,NSA
SEFM,33R,EU,EX,BOP,VM,SA
SEGD,33R,EU,IM,OTS,CP,NSA
SEGE,33R,EU,IM,OTS,CVM,NSA
SEGF,33R,EU,IM,OTS,KQ,NSA
SEFX,33R,EU,IM,BOP,CP,NSA
SEGN,33R,EU,IM,BOP,CP,SA
SEFY,33R,EU,IM,BOP,CVM,NSA
SEGR,33R,EU,IM,BOP,CVM,SA
SEGV,33R,EU,IM,BOP,DEF,NSA
SEGJ,33R,EU,IM,BOP,IDEF,NSA
SEGK,33R,EU,IM,BOP,IDEF,SA
SEGW,33R,EU,IM,BOP,VM,NSA
SEGX,33R,EU,IM,BOP,VM,SA
SEHM,33R,RW,EX,OTS,CP,NSA
SEHN,33R,RW,EX,OTS,CVM,NSA
SEHO,33R,RW,EX,OTS,KQ,NSA
SEHI,33R,RW,EX,BOP,CP,NSA
SEHU,33R,RW,EX,BOP,CP,SA
SEHJ,33R,RW,EX,BOP,CVM,NSA
SEHY,33R,RW,EX,BOP,CVM,SA
SEIC,33R,RW,EX,BOP,DEF,NSA
SEHQ,33R,RW,EX,BOP,IDEF,NSA
SEHR,33R,RW,EX,BOP,IDEF,SA
SEID,33R,RW,EX,BOP,VM,NSA
SEIE,33R,RW,EX,BOP,VM,SA
SEIW,33R,RW,IM,OTS,CP,NSA
SEIX,33R,RW,IM,OTS,CVM,NSA
SEIY,33R,RW,IM,OTS,KQ,NSA
SEIQ,33R,RW,IM,BOP,CP,NSA
SEJG,33R,RW,IM,BOP,CP,SA
SEIR,33R,RW,IM,BOP,CVM,NSA
SEJK,33R,RW,IM,BOP,CVM,SA
SEJO,33R,RW,IM,BOP,DEF,NSA
SEJC,33R,RW,IM,BOP,IDEF,NSA
SEJD,33R,RW,IM,BOP,IDEF,SA
SEJP,33R,RW,IM,BOP,VM,NSA
SEJQ,33R,RW,IM,BOP,VM,SA
BQMH,33R,WW,BAL,BOP,CP,NSA
ENIV,33R,WW,BAL,BOP,CP,SA
OAAB,33R,WW,EX,OTS,CP,NSA
OAFY,33R,WW,EX,OTS,KQ,NSA
BQNY,33R,WW,EX,BOP,CP,NSA
BOQN,33R,WW,EX,BOP,CP,SA
BOWH,33R,WW,EX,BOP,CVM,NSA
BOXH,33R,WW,EX,BOP,CVM,SA
BQAD,33R,WW,EX,BOP,DEF,NSA
BOUH,33R,WW,EX,BOP,IDEF,NSA
BOVH,33R,WW,EX,BOP,IDEF,SA
BOGO,33R,WW,EX,BOP,VM,NSA
BOSH,33R,WW,EX,BOP,VM,SA
OCAB,33R,WW,IM,OTS,CP,NSA
OCFZ,33R,WW,IM,OTS,KQ,NSA
BQOA,33R,WW,IM,BOP,CP,NSA
BQAY,33R,WW,IM,BOP,CP,SA
BPHH,33R,WW,IM,BOP,CVM,NSA
BPIH,33R,WW,IM,BOP,CVM,SA
ELAT,33R,WW,IM,BOP,DEF,NSA
BPFH,33R,WW,IM,BOP,IDEF,NSA
BPGH,33R,WW,IM,BOP,IDEF,SA
BQPW,33R,WW,IM,BOP,VM,NSA
ELAE,33R,WW,IM,BOP,VM,SA
SGUF,3OF,EU,BAL,BOP,CP,NSA
SGUL,3OF,EU,EX,OTS,CP,NSA
SGUO,3OF,EU,EX,OTS,CVM,NSA
SGUP,3OF,EU,EX,OTS,KQ,NSA
SGUH,3OF,EU,EX,BOP,CP,NSA
SGUW,3OF,EU,EX,BOP,CP,SA
SGUI,3OF,EU,EX,BOP,CVM,NSA
SGVA,3OF,EU,EX,BOP,CVM,SA
SGVE,3OF,EU,EX,BOP,DEF,NSA
SGUR,3OF,EU,EX,BOP,IDEF,NSA
SGUS,3OF,EU,EX,BOP,IDEF,SA
SGVF,3OF,EU,EX,BOP,VM,NSA
SGVG,3OF,EU,EX,BOP,VM,SA
SGVZ,3OF,EU,IM,OTS,CP,NSA
SGWA,3OF,EU,IM,OTS,CVM,NSA
SGWB,3OF,EU,IM,OTS,KQ,NSA
SGVR,3OF,EU,IM,BOP,CP,NSA
SGWK,3OF,EU,IM,BOP,CP,SA
SGVS,3OF,EU,IM,BOP,CVM,NSA
SGWO,3OF,EU,IM,BOP,CVM,SA
SGWS,3OF,EU,IM,BOP,DEF,NSA
SGWG,3OF,EU,IM,BOP,IDEF,NSA
SGWH,3OF,EU,IM,BOP,IDEF,SA
SGWT,3OF,EU,IM,BOP,VM,NSA
SGWU,3OF,EU,IM,BOP,VM,SA
SGXN,3OF,RW,BAL,BOP,CP,NSA
SGXP,3OF,RW,BAL,BOP,CP,SA
SGXV,3OF,RW,EX,OTS,CP,NSA
SGXW,3OF,RW,EX,OTS,CVM,NSA
SGXX,3OF,RW,EX,OTS,KQ,NSA
SGXQ,3OF,RW,EX,BOP,CP,NSA
SGYD,3OF,RW,EX,BOP,CP,SA
SGXS,3OF,RW,EX,BOP,CVM,NSA
SGYH,3OF,RW,EX,BOP,CVM,SA
SGYL,3OF,RW,EX,BOP,DEF,NSA
SGXZ,3OF,RW,EX,BOP,IDEF,NSA
SGYA,3OF,RW,EX,BOP,IDEF,SA
SGYM,3OF,RW,EX,BOP,VM,NSA
SGYN,3OF,RW,EX,BOP,VM,SA
SGZJ,3OF,RW,IM,OTS,CP,NSA
SGZK,3OF,RW,IM,OTS,CVM,NSA
SGZL,3OF,RW,IM,OTS,KQ,NSA
SGZD,3OF,RW,IM,BOP,CP,NSA
SGZT,3OF,RW,IM,BOP,CP,SA
SGZE,3OF,RW,IM,BOP,CVM,NSA
SGZX,3OF,RW,IM,BOP,CVM,SA
SHAB,3OF,RW,IM,BOP,DEF,NSA
SGZP,3OF,RW,IM,BOP,IDEF,NSA
SGZQ,3OF,RW,IM,BOP,IDEF,SA
SHAC,3OF,RW,IM,BOP,VM,NSA
SHAD,3OF,RW,IM,BOP,VM,SA
BQNH,3OF,WW,BAL,BOP,CP,NSA
ENIW,3OF,WW,BAL,BOP,CP,SA
OBOK,3OF,WW,EX,OTS,CP,NSA
OAGA,3OF,WW,EX,OTS,KQ,NSA
BQNF,3OF,WW,EX,BOP,CP,NSA
BOQI,3OF,WW,EX,BOP,CP,SA
BOWI,3OF,WW,EX,BOP,CVM,NSA
BOXI,3OF,WW,EX,BOP,CVM,SA
BQAF,3OF,WW,EX,BOP,DEF,NSA
BOUI,3OF,WW,EX,BOP,IDEF,NSA
BOVI,3OF,WW,EX,BOP,IDEF,SA
BOGP,3OF,WW,EX,BOP,VM,NSA
BOSI,3OF,WW,EX,BOP,VM,SA
ODIC,3OF,WW,IM,OTS,CP,NSA
EPBJ,3OF,WW,IM,OTS,CP,SA
OCGA,3OF,WW,IM,OTS,KQ,NSA
BQNG,3OF,WW,IM,BOP,CP,NSA
BPBI,3OF,WW,IM,BOP,CP,SA
BPHI,3OF,WW,IM,BOP,CVM,NSA
BPII,3OF,WW,IM,BOP,CVM,SA
ELAU,3OF,WW,IM,BOP,DEF,NSA
BPFI,3OF,WW,IM,BOP,IDEF,NSA
BPGI,3OF,WW,IM,BOP,IDEF,SA
BQPX,3OF,WW,IM,BOP,VM,NSA
ELAF,3OF,WW,IM,BOP,VM,SA
SDSV,32,EU,EX,OTS,CP,NSA
SDSW,32,EU,IM,OTS,CP,NSA
SEKB,34,EU,EX,OTS,CP,NSA
SEKC,34,EU,IM,OTS,CP,NSA
SEKD,35,EU,EX,OTS,CP,NSA
SEKE,35,EU,IM,OTS,CP,NSA
SEKJ,5,EU,EX,OTS,CP,NSA
SEKK,5,EU,EX,OTS,CVM,NSA
SEKL,5,EU,EX,OTS,KQ,NSA
SEKF,5,EU,EX,BOP,CP,NSA
SEKR,5,EU,EX,BOP,CP,SA
SEKG,5,EU,EX,BOP,CVM,NSA
SEKV,5,EU,EX,BOP,CVM,SA
SEKZ,5,EU,EX,BOP,DEF,NSA
SEKN,5,EU,EX,BOP,IDEF,NSA
SEKO,5,EU,EX,BOP,IDEF,SA
SELA,5,EU,EX,BOP,VM,NSA
SELB,5,EU,EX,BOP,VM,SA
SELS,5,EU,IM,OTS,CP,NSA
SELT,5,EU,IM,OTS,CVM,NSA
SELU,5,EU,IM,OTS,KQ,NSA
SELM,5,EU,IM,BOP,CP,NSA
SEMC,5,EU,IM,BOP,CP,SA
SELN,5,EU,IM,BOP,CVM,NSA
SEMG,5,EU,IM,BOP,CVM,SA
SEMK,5,EU,IM,BOP,DEF,NSA
SELY,5,EU,IM,BOP,IDEF,NSA
SELZ,5,EU,IM,BOP,IDEF,SA
SEML,5,EU,IM,BOP,VM,NSA
SEMM,5,EU,IM,BOP,VM,SA
SENB,5,RW,EX,OTS,CP,NSA
SENC,5,RW,EX,OTS,CVM,NSA
SEND,5,RW,EX,OTS,KQ,NSA
SEMX,5,RW,EX,BOP,CP,NSA
SENJ,5,RW,EX,BOP,CP,SA
SEMY,5,RW,EX,BOP,CVM,NSA
SENN,5,RW,EX,BOP,CVM,SA
SENR,5,RW,EX,BOP,DEF,NSA
SENF,5,RW,EX,BOP,IDEF,NSA
SENG,5,RW,EX,BOP,IDEF,SA
SENS,5,RW,EX,BOP,VM,NSA
SENT,5,RW,EX,BOP,VM,SA
SEOK,5,RW,IM,OTS,CP,NSA
SEOL,5,RW,IM,OTS,CVM,NSA
SEOM,5,RW,IM,OTS,KQ,NSA
SEOE,5,RW,IM,BOP,CP,NSA
SEOU,5,RW,IM,BOP,CP,SA
SEOF,5,RW,IM,BOP,CVM,NSA
SEOY,5,RW,IM,BOP,CVM,SA
SEPC,5,RW,IM,BOP,DEF,NSA
SEOQ,5,RW,IM,BOP,IDEF,NSA
SEOR,5,RW,IM,BOP,IDEF,SA
SEPD,5,RW,IM,BOP,VM,NSA
SEPE,5,RW,IM,BOP,VM,SA
BQMI,5,WW,BAL,BOP,CP,NSA
ENIX,5,WW,BAL,BOP,CP,SA
BQCJ,5,WW,EX,OTS,CP,NSA
ELDJ,5,WW,EX,OTS,IDEF,NSA
OAMV,5,WW,EX,OTS,KQ,NSA
ELDB,5,WW,EX,OTS,VM,NSA
BQOB,5,WW,EX,BOP,CP,NSA
ENDG,5,WW,EX,BOP,CP,SA
ENEK,5,WW,EX,BOP,CVM,NSA
ENDW,5,WW,EX,BOP,CVM,SA
BQLJ,5,WW,EX,BOP,DEF,NSA
ENFK,5,WW,EX,BOP,IDEF,NSA
ENFC,5,WW,EX,BOP,IDEF,SA
BQLB,5,WW,EX,BOP,VM,NSA
ENES,5,WW,EX,BOP,VM,SA
BQJA,5,WW,IM,OTS,CP,NSA
ELDZ,5,WW,IM,OTS,IDEF,NSA
OCMV,5,WW,IM,OTS,KQ,NSA
ELDR,5,WW,IM,OTS,VM,NSA
BQOJ,5,WW,IM,BOP,CP,NSA
ENGA,5,WW,IM,BOP,CP,SA
ENGY,5,WW,IM,BOP,CVM,NSA
ENGQ,5,WW,IM,BOP,CVM,SA
BQLY,5,WW,IM,BOP,DEF,NSA
ENIE,5,WW,IM,BOP,IDEF,NSA
ENHW,5,WW,IM,BOP,IDEF,SA
BQLQ,5,WW,IM,BOP,VM,NSA
ENHG,5,WW,IM,BOP,VM,SA
SILB,51,EU,EX,OTS,CP,NSA
SILD,51,EU,EX,OTS,CVM,NSA
SILC,51,EU,EX,OTS,KQ,NSA
SIKR,51,EU,EX,BOP,CP,NSA
SIKS,51,EU,EX,BOP,CP,SA
SIKU,51,EU,EX,BOP,CVM,NSA
SIKV,51,EU,EX,BOP,CVM,SA
SIKZ,51,EU,EX,BOP,DEF,NSA
SILA,51,EU,EX,BOP,VM,SA
SILO,51,EU,IM,OTS,CP,NSA
SILQ,51,EU,IM,OTS,CVM,NSA
SILP,51,EU,IM,OTS,KQ,NSA
SILE,51,EU,IM,BOP,CP,NSA
SILF,51,EU,IM,BOP,CP,SA
SILH,51,EU,IM,BOP,CVM,NSA
SILI,51,EU,IM,BOP,CVM,SA
SILM,51,EU,IM,BOP,DEF,NSA
SILN,51,EU,IM,BOP,VM,SA
SIMB,51,RW,EX,OTS,CP,NSA
SIMD,51,RW,EX,OTS,CVM,NSA
SIMC,51,RW,EX,OTS,KQ,NSA
SILR,51,RW,EX,BOP,CP,NSA
SILS,51,RW,EX,BOP,CP,SA
SILU,51,RW,EX,BOP,CVM,NSA
SILV,51,RW,EX,BOP,CVM,SA
SILZ,51,RW,EX,BOP,DEF,NSA
SIMA,51,RW,EX,BOP,VM,SA
SIMO,51,RW,IM,OTS,CP,NSA
SIMQ,51,RW,IM,OTS,CVM,NSA
SIMP,51,RW,IM,OTS,KQ,NSA
SIME,51,RW,IM,BOP,CP,NSA
SIMF,51,RW,IM,BOP,CP,SA
SIMH,51,RW,IM,BOP,CVM,NSA
SIMI,51,RW,IM,BOP,CVM,SA
SIMM,51,RW,IM,BOP,DEF,NSA
SIMN,51,RW,IM,BOP,VM,SA
EHBL,51,WW,BAL,BOP,CP,SA
OAGC,51,WW,EX,OTS,KQ,NSA
IHDF,51,WW,EX,BOP,CP,NSA
BQPJ,51,WW,EX,BOP,CP,SA
IIGK,51,WW,EX,BOP,CVM,NSA
OEPN,51,WW,EX,BOP,CVM,SA
EHFF,51,WW,EX,BOP,DEF,NSA
EHCR,51,WW,EX,BOP,VM,SA
OCGC,51,WW,IM,OTS,KQ,NSA
IHDH,51,WW,IM,BOP,CP,NSA
EHAC,51,WW,IM,BOP,CP,SA
IIGL,51,WW,IM,BOP,CVM,NSA
OGSV,51,WW,IM,BOP,CVM,SA
EHGN,51,WW,IM,BOP,DEF,NSA
EHDZ,51,WW,IM,BOP,VM,SA
SIND,52,EU,EX,OTS,CP,NSA
SINF,52,EU,EX,OTS,CVM,NSA
SINE,52,EU,EX,OTS,KQ,NSA
SIMR,52,EU,EX,BOP,CP,NSA
SIMS,52,EU,EX,BOP,CP,SA
SIMW,52,EU,EX,BOP,CVM,NSA
SIMX,52,EU,EX,BOP,CVM,SA
SINB,52,EU,EX,BOP,DEF,NSA
SINC,52,EU,EX,BOP,VM,SA
SINQ,52,EU,IM,OTS,CP,NSA
SINS,52,EU,IM,OTS,CVM,NSA
SINR,52,EU,IM,OTS,KQ,NSA
SING,52,EU,IM,BOP,CP,NSA
SINH,52,EU,IM,BOP,CP,SA
SINJ,52,EU,IM,BOP,CVM,NSA
SINK,52,EU,IM,BOP,CVM,SA
SINO,52,EU,IM,BOP,DEF,NSA
SINP,52,EU,IM,BOP,VM,SA
SIOE,52,RW,EX,OTS,CP,NSA
SIOG,52,RW,EX,OTS,CVM,NSA
SIOF,52,RW,EX,OTS,KQ,NSA
SINT,52,RW,EX,BOP,CP,NSA
SINV,52,RW,EX,BOP,CP,SA
SINX,52,RW,EX,BOP,CVM,NSA
SINY,52,RW,EX,BOP,CVM,SA
SIOC,52,RW,EX,BOP,DEF,NSA
SIOD,52,RW,EX,BOP,VM,SA
SIOR,52,RW,IM,OTS,CP,NSA
SIOT,52,RW,IM,OTS,CVM,NSA
SIOS,52,RW,IM,OTS,KQ,NSA
SIOH,52,RW,IM,BOP,CP,NSA
SIOI,52,RW,IM,BOP,CP,SA
SIOK,52,RW,IM,BOP,CVM,NSA
SIOL,52,RW,IM,BOP,CVM,SA
SIOP,52,RW,IM,BOP,DEF,NSA
SIOQ,52,RW,IM,BOP,VM,SA
EHBM,52,WW,BAL,BOP,CP,SA
OAGD,52,WW,EX,OTS,KQ,NSA
IHDI,52,WW,EX,BOP,CP,NSA
BQPK,52,WW,EX,BOP,CP,SA
IIGM,52,WW,EX,BOP,CVM,NSA
OEPO,52,WW,EX,BOP,CVM,SA
EHFG,52,WW,EX,BOP,DEF,NSA
EHCS,52,WW,EX,BOP,VM,SA
OCGD,52,WW,IM,OTS,KQ,NSA
IHDK,52,WW,IM,BOP,CP,NSA
EHAE,52,WW,IM,BOP,CP,SA
IIGN,52,WW,IM,BOP,CVM,NSA
OGSW,52,WW,IM,BOP,CVM,SA
EHGO,52,WW,IM,BOP,DEF,NSA
EHEA,52,WW,IM,BOP,VM,SA
SIPE,53,EU,EX,OTS,CP,NSA
SIPG,53,EU,EX,OTS,CVM,NSA
SIPF,53,EU,EX,OTS,KQ,NSA
SIOU,53,EU,EX,BOP,CP,NSA
SIOV,53,EU,EX,BOP,CP,SA
SIOX,53,EU,EX,BOP,CVM,NSA
SIOY,53,EU,EX,BOP,CVM,SA
SIPC,53,EU,EX,BOP,DEF,NSA
SIPD,53,EU,EX,BOP,VM,SA
SIPR,53,EU,IM,OTS,CP,NSA
SIPT,53,EU,IM,OTS,CVM,NSA
