cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
SMRL,71minus77,RW,IM,BOP,CVM,SA,Q
SIYT,56plus59,RW,IM,BOP,CVM,SA,Q
SFRN,7plus8C,RW,IM,BOP,CVM,SA,Q
SFWX,7plus8I,RW,IM,BOP,CVM,SA,Q
SGCK,7plus8K,RW,IM,BOP,CVM,SA,Q
SMXZ,84plus85,RW,IM,BOP,CVM,SA,Q
SMBF,87plus88C,RW,IM,BOP,CVM,SA,Q
SDSE,0plus1,RW,IM,BOP,CVM,SA,Q
SMFF,87plus88K,RW,IM,BOP,CVM,SA,Q
SMHF,04plus08,RW,IM,BOP,CVM,SA,Q
SDFC,TminusE,RW,IM,BOP,CVM,SA,Q
SHDX,TminusOE,RW,IM,BOP,CVM,SA,Q
SFAD,6minusPS,RW,IM,BOP,CVM,SA,Q
SGIB,792and3,RW,IM,BOP,CVM,SA,Q
SIWX,57plus58,RW,IM,BOP,DEF,NSA,Q
SGOE,5minus8,RW,IM,BOP,DEF,NSA,Q
SEVB,5plus6,RW,IM,BOP,DEF,NSA,Q
SFLY,7plus8,RW,IM,BOP,DEF,NSA,Q
SDYD,2plus4,RW,IM,BOP,DEF,NSA,Q
SNAE,87plus88,RW,IM,BOP,DEF,NSA,Q
SMDJ,87plus88I,RW,IM,BOP,DEF,NSA,Q
SJUV,68minusS,RW,IM,BOP,DEF,NSA,Q
LKWQ,TminusO,RW,IM,BOP,DEF,NSA,Q
SMRP,71minus77,RW,IM,BOP,DEF,NSA,Q
SIYX,56plus59,RW,IM,BOP,DEF,NSA,Q
SFRR,7plus8C,RW,IM,BOP,DEF,NSA,Q
SFXB,7plus8I,RW,IM,BOP,DEF,NSA,Q
SGCP,7plus8K,RW,IM,BOP,DEF,NSA,Q
SMYD,84plus85,RW,IM,BOP,DEF,NSA,Q
SMBJ,87plus88C,RW,IM,BOP,DEF,NSA,Q
SDSI,0plus1,RW,IM,BOP,DEF,NSA,Q
SMFJ,87plus88K,RW,IM,BOP,DEF,NSA,Q
SMHJ,04plus08,RW,IM,BOP,DEF,NSA,Q
SDFG,TminusE,RW,IM,BOP,DEF,NSA,Q
SHEB,TminusOE,RW,IM,BOP,DEF,NSA,Q
SFAH,6minusPS,RW,IM,BOP,DEF,NSA,Q
SGIF,792and3,RW,IM,BOP,DEF,NSA,Q
SGNU,5minus8,RW,IM,BOP,IDEF,NSA,Q
SEUR,5plus6,RW,IM,BOP,IDEF,NSA,Q
SFLO,7plus8,RW,IM,BOP,IDEF,NSA,Q
SDXR,2plus4,RW,IM,BOP,IDEF,NSA,Q
LKWF,TminusO,RW,IM,BOP,IDEF,NSA,Q
SFRF,7plus8C,RW,IM,BOP,IDEF,NSA,Q
SFWP,7plus8I,RW,IM,BOP,IDEF,NSA,Q
SGCA,7plus8K,RW,IM,BOP,IDEF,NSA,Q
SDRV,0plus1,RW,IM,BOP,IDEF,NSA,Q
SDEW,TminusE,RW,IM,BOP,IDEF,NSA,Q
SHDR,TminusOE,RW,IM,BOP,IDEF,NSA,Q
SEZV,6minusPS,RW,IM,BOP,IDEF,NSA,Q
SGHT,792and3,RW,IM,BOP,IDEF,NSA,Q
SGNV,5minus8,RW,IM,BOP,IDEF,SA,Q
SEUS,5plus6,RW,IM,BOP,IDEF,SA,Q
SFLP,7plus8,RW,IM,BOP,IDEF,SA,Q
SDXS,2plus4,RW,IM,BOP,IDEF,SA,Q
LKWG,TminusO,RW,IM,BOP,IDEF,SA,Q
SFRG,7plus8C,RW,IM,BOP,IDEF,SA,Q
SFWQ,7plus8I,RW,IM,BOP,IDEF,SA,Q
SGCB,7plus8K,RW,IM,BOP,IDEF,SA,Q
SDRW,0plus1,RW,IM,BOP,IDEF,SA,Q
SDEX,TminusE,RW,IM,BOP,IDEF,SA,Q
SHDS,TminusOE,RW,IM,BOP,IDEF,SA,Q
SEZW,6minusPS,RW,IM,BOP,IDEF,SA,Q
SGHU,792and3,RW,IM,BOP,IDEF,SA,Q
SGOF,5minus8,RW,IM,BOP,VM,NSA,Q
SEVC,5plus6,RW,IM,BOP,VM,NSA,Q
SFLZ,7plus8,RW,IM,BOP,VM,NSA,Q
SDYE,2plus4,RW,IM,BOP,VM,NSA,Q
LKWR,TminusO,RW,IM,BOP,VM,NSA,Q
SFRS,7plus8C,RW,IM,BOP,VM,NSA,Q
SFXC,7plus8I,RW,IM,BOP,VM,NSA,Q
SGCQ,7plus8K,RW,IM,BOP,VM,NSA,Q
SDSJ,0plus1,RW,IM,BOP,VM,NSA,Q
SDFH,TminusE,RW,IM,BOP,VM,NSA,Q
SHEC,TminusOE,RW,IM,BOP,VM,NSA,Q
SFAI,6minusPS,RW,IM,BOP,VM,NSA,Q
SGIG,792and3,RW,IM,BOP,VM,NSA,Q
SGOG,5minus8,RW,IM,BOP,VM,SA,Q
SEVD,5plus6,RW,IM,BOP,VM,SA,Q
SFMA,7plus8,RW,IM,BOP,VM,SA,Q
SDYF,2plus4,RW,IM,BOP,VM,SA,Q
SMYE,84plus85,RW,IM,BOP,VM,SA,Q
SMBK,87plus88C,RW,IM,BOP,VM,SA,Q
SMFK,87plus88K,RW,IM,BOP,VM,SA,Q
SMHK,04plus08,RW,IM,BOP,VM,SA,Q
LKWS,TminusO,RW,IM,BOP,VM,SA,Q
SIWY,57plus58,RW,IM,BOP,VM,SA,Q
SFRT,7plus8C,RW,IM,BOP,VM,SA,Q
SFXD,7plus8I,RW,IM,BOP,VM,SA,Q
SGCR,7plus8K,RW,IM,BOP,VM,SA,Q
SNAF,87plus88,RW,IM,BOP,VM,SA,Q
SMDK,87plus88I,RW,IM,BOP,VM,SA,Q
SDSK,0plus1,RW,IM,BOP,VM,SA,Q
SJUW,68minusS,RW,IM,BOP,VM,SA,Q
SDFI,TminusE,RW,IM,BOP,VM,SA,Q
SHED,TminusOE,RW,IM,BOP,VM,SA,Q
SFAJ,6minusPS,RW,IM,BOP,VM,SA,Q
SMRQ,71minus77,RW,IM,BOP,VM,SA,Q
SIYY,56plus59,RW,IM,BOP,VM,SA,Q
SGIH,792and3,RW,IM,BOP,VM,SA,Q
BQMP,792and3,WW,BAL,BOP,CP,NSA,Q
BQMM,7plus8C,WW,BAL,BOP,CP,NSA,Q
BQMN,7plus8I,WW,BAL,BOP,CP,NSA,Q
BQMO,7plus8K,WW,BAL,BOP,CP,NSA,Q
BQOS,0plus1,WW,BAL,BOP,CP,NSA,Q
EPOP,TminusOE,WW,BAL,BOP,CP,NSA,Q
BQMJ,6minusPS,WW,BAL,BOP,CP,NSA,Q
ENDC,5minus8,WW,BAL,BOP,CP,NSA,Q
BQOT,5plus6,WW,BAL,BOP,CP,NSA,Q
BQOV,7plus8,WW,BAL,BOP,CP,NSA,Q
BQOR,2plus4,WW,BAL,BOP,CP,NSA,Q
BQBF,TminusO,WW,BAL,BOP,CP,NSA,Q
ENJE,792and3,WW,BAL,BOP,CP,SA,Q
ENJB,7plus8C,WW,BAL,BOP,CP,SA,Q
ENJC,7plus8I,WW,BAL,BOP,CP,SA,Q
ENJD,7plus8K,WW,BAL,BOP,CP,SA,Q
EHCD,84plus85,WW,BAL,BOP,CP,SA,Q
OAJJ,87plus88C,WW,BAL,BOP,CP,SA,Q
OAJL,87plus88K,WW,BAL,BOP,CP,SA,Q
ELBE,0plus1,WW,BAL,BOP,CP,SA,Q
EHBA,04plus08,WW,BAL,BOP,CP,SA,Q
BPAP,TminusOE,WW,BAL,BOP,CP,SA,Q
ENIY,6minusPS,WW,BAL,BOP,CP,SA,Q
EHBX,71minus77,WW,BAL,BOP,CP,SA,Q
EHBO,57plus58,WW,BAL,BOP,CP,SA,Q
ELBJ,5minus8,WW,BAL,BOP,CP,SA,Q
ELBH,5plus6,WW,BAL,BOP,CP,SA,Q
ELBI,7plus8,WW,BAL,BOP,CP,SA,Q
ELBF,2plus4,WW,BAL,BOP,CP,SA,Q
EHCE,87plus88,WW,BAL,BOP,CP,SA,Q
OAJK,87plus88I,WW,BAL,BOP,CP,SA,Q
OAEX,68minusS,WW,BAL,BOP,CP,SA,Q
BPBM,TminusE,WW,BAL,BOP,CP,SA,Q
BQKH,TminusO,WW,BAL,BOP,CP,SA,Q
OACZ,56plus59,WW,BAL,BOP,CP,SA,Q
OHBK,TminusOE,WW,BAL,BOP,DEF,NSA,Q
OHBI,5plus6,WW,BAL,BOP,DEF,NSA,Q
OHBJ,7plus8,WW,BAL,BOP,DEF,NSA,Q
OHBG,2plus4,WW,BAL,BOP,DEF,NSA,Q
OHBL,TminusE,WW,BAL,BOP,DEF,NSA,Q
BQKM,TminusO,WW,BAL,BOP,DEF,NSA,Q
OAJT,792and3,WW,EX,OTS,CP,NSA,Q
OAMD,792and3,WW,EX,OTS,CVM,NSA,Q
ELDP,5minus8,WW,EX,OTS,IDEF,NSA,Q
ELDO,7plus8,WW,EX,OTS,IDEF,NSA,Q
ELDM,2plus4,WW,EX,OTS,IDEF,NSA,Q
ELDL,0plus1,WW,EX,OTS,IDEF,NSA,Q
OAOR,792and3,WW,EX,OTS,KQ,NSA,Q
OANJ,56plus59,WW,EX,OTS,KQ,NSA,Q
OAGI,57plus58,WW,EX,OTS,KQ,NSA,Q
OAOY,5minus8,WW,EX,OTS,KQ,NSA,Q
OAOE,5plus6,WW,EX,OTS,KQ,NSA,Q
OAOK,7plus8C,WW,EX,OTS,KQ,NSA,Q
OAOM,7plus8I,WW,EX,OTS,KQ,NSA,Q
OAON,7plus8K,WW,EX,OTS,KQ,NSA,Q
OAIC,87plus88I,WW,EX,OTS,KQ,NSA,Q
OAGT,68minusS,WW,EX,OTS,KQ,NSA,Q
OAPA,TminusO,WW,EX,OTS,KQ,NSA,Q
OAMW,6minusPS,WW,EX,OTS,KQ,NSA,Q
OAOV,7plus8,WW,EX,OTS,KQ,NSA,Q
OANX,2plus4,WW,EX,OTS,KQ,NSA,Q
OAIB,87plus88C,WW,EX,OTS,KQ,NSA,Q
OAID,87plus88K,WW,EX,OTS,KQ,NSA,Q
OANW,0plus1,WW,EX,OTS,KQ,NSA,Q
ORSM,04plus08,WW,EX,OTS,KQ,NSA,Q
OAOZ,TminusOE,WW,EX,OTS,KQ,NSA,Q
OAOO,71minus77,WW,EX,OTS,KQ,NSA,Q
ELDH,5minus8,WW,EX,OTS,VM,NSA,Q
ELDG,7plus8,WW,EX,OTS,VM,NSA,Q
ELDE,2plus4,WW,EX,OTS,VM,NSA,Q
ELDD,0plus1,WW,EX,OTS,VM,NSA,Q
IHEJ,57plus58,WW,EX,BOP,CP,NSA,Q
BOPS,5minus8,WW,EX,BOP,CP,NSA,Q
IHZW,87plus88,WW,EX,BOP,CP,NSA,Q
IHPD,87plus88I,WW,EX,BOP,CP,NSA,Q
IHJO,68minusS,WW,EX,BOP,CP,NSA,Q
BOPV,TminusOE,WW,EX,BOP,CP,NSA,Q
IHEN,56plus59,WW,EX,BOP,CP,NSA,Q
BQOI,792and3,WW,EX,BOP,CP,NSA,Q
BQMX,5plus6,WW,EX,BOP,CP,NSA,Q
BQMQ,7plus8,WW,EX,BOP,CP,NSA,Q
BQOF,7plus8C,WW,EX,BOP,CP,NSA,Q
BQOG,7plus8I,WW,EX,BOP,CP,NSA,Q
ELBK,2plus4,WW,EX,BOP,CP,NSA,Q
BQOH,7plus8K,WW,EX,BOP,CP,NSA,Q
IHZU,84plus85,WW,EX,BOP,CP,NSA,Q
IHOO,87plus88C,WW,EX,BOP,CP,NSA,Q
IHPR,87plus88K,WW,EX,BOP,CP,NSA,Q
BQMV,0plus1,WW,EX,BOP,CP,NSA,Q
IHPV,04plus08,WW,EX,BOP,CP,NSA,Q
BOPT,TminusE,WW,EX,BOP,CP,NSA,Q
BOKK,TminusO,WW,EX,BOP,CP,NSA,Q
BQOC,6minusPS,WW,EX,BOP,CP,NSA,Q
IHZO,71minus77,WW,EX,BOP,CP,NSA,Q
BQQA,57plus58,WW,EX,BOP,CP,SA,Q
BPAN,5minus8,WW,EX,BOP,CP,SA,Q
BQQQ,87plus88,WW,EX,BOP,CP,SA,Q
OKDO,87plus88I,WW,EX,BOP,CP,SA,Q
OKCZ,68minusS,WW,EX,BOP,CP,SA,Q
BPBL,TminusOE,WW,EX,BOP,CP,SA,Q
OKCU,56plus59,WW,EX,BOP,CP,SA,Q
ENDN,792and3,WW,EX,BOP,CP,SA,Q
BOPO,5plus6,WW,EX,BOP,CP,SA,Q
BOPP,7plus8,WW,EX,BOP,CP,SA,Q
ENDK,7plus8C,WW,EX,BOP,CP,SA,Q
ENDL,7plus8I,WW,EX,BOP,CP,SA,Q
BOPM,2plus4,WW,EX,BOP,CP,SA,Q
ENDM,7plus8K,WW,EX,BOP,CP,SA,Q
BQQP,84plus85,WW,EX,BOP,CP,SA,Q
OKDG,87plus88C,WW,EX,BOP,CP,SA,Q
OKDU,87plus88K,WW,EX,BOP,CP,SA,Q
BOPL,0plus1,WW,EX,BOP,CP,SA,Q
BQMT,04plus08,WW,EX,BOP,CP,SA,Q
BPAO,TminusE,WW,EX,BOP,CP,SA,Q
ELBM,TminusO,WW,EX,BOP,CP,SA,Q
ENDH,6minusPS,WW,EX,BOP,CP,SA,Q
BQQJ,71minus77,WW,EX,BOP,CP,SA,Q
IIGQ,57plus58,WW,EX,BOP,CVM,NSA,Q
BOWS,5minus8,WW,EX,BOP,CVM,NSA,Q
IIHY,87plus88,WW,EX,BOP,CVM,NSA,Q
IIEU,87plus88I,WW,EX,BOP,CVM,NSA,Q
IIDO,68minusS,WW,EX,BOP,CVM,NSA,Q
BOWV,TminusOE,WW,EX,BOP,CVM,NSA,Q
IIDC,56plus59,WW,EX,BOP,CVM,NSA,Q
ENER,792and3,WW,EX,BOP,CVM,NSA,Q
BOWD,5plus6,WW,EX,BOP,CVM,NSA,Q
BOWE,7plus8,WW,EX,BOP,CVM,NSA,Q
ENEO,7plus8C,WW,EX,BOP,CVM,NSA,Q
ENEP,7plus8I,WW,EX,BOP,CVM,NSA,Q
BOWB,2plus4,WW,EX,BOP,CVM,NSA,Q
ENEQ,7plus8K,WW,EX,BOP,CVM,NSA,Q
IIHW,84plus85,WW,EX,BOP,CVM,NSA,Q
IIES,87plus88C,WW,EX,BOP,CVM,NSA,Q
IIEW,87plus88K,WW,EX,BOP,CVM,NSA,Q
BOWA,0plus1,WW,EX,BOP,CVM,NSA,Q
IIHK,04plus08,WW,EX,BOP,CVM,NSA,Q
BOWT,TminusE,WW,EX,BOP,CVM,NSA,Q
BQAM,TminusO,WW,EX,BOP,CVM,NSA,Q
ENEL,6minusPS,WW,EX,BOP,CVM,NSA,Q
IIHQ,71minus77,WW,EX,BOP,CVM,NSA,Q
OEPQ,57plus58,WW,EX,BOP,CVM,SA,Q
BOXS,5minus8,WW,EX,BOP,CVM,SA,Q
OGSG,87plus88,WW,EX,BOP,CVM,SA,Q
OKQY,87plus88I,WW,EX,BOP,CVM,SA,Q
OKQJ,68minusS,WW,EX,BOP,CVM,SA,Q
BOXV,TminusOE,WW,EX,BOP,CVM,SA,Q
OKQE,56plus59,WW,EX,BOP,CVM,SA,Q
ENEJ,792and3,WW,EX,BOP,CVM,SA,Q
BOXD,5plus6,WW,EX,BOP,CVM,SA,Q
BOXE,7plus8,WW,EX,BOP,CVM,SA,Q
ENEG,7plus8C,WW,EX,BOP,CVM,SA,Q
ENEH,7plus8I,WW,EX,BOP,CVM,SA,Q
BOXB,2plus4,WW,EX,BOP,CVM,SA,Q
ENEI,7plus8K,WW,EX,BOP,CVM,SA,Q
OGSF,84plus85,WW,EX,BOP,CVM,SA,Q
OKQQ,87plus88C,WW,EX,BOP,CVM,SA,Q
OKRE,87plus88K,WW,EX,BOP,CVM,SA,Q
BOXA,0plus1,WW,EX,BOP,CVM,SA,Q
OEAL,04plus08,WW,EX,BOP,CVM,SA,Q
BOXT,TminusE,WW,EX,BOP,CVM,SA,Q
BQAN,TminusO,WW,EX,BOP,CVM,SA,Q
ENDX,6minusPS,WW,EX,BOP,CVM,SA,Q
OGRO,71minus77,WW,EX,BOP,CVM,SA,Q
OMEJ,56plus59,WW,EX,BOP,DEF,NSA,Q
EHFI,57plus58,WW,EX,BOP,DEF,NSA,Q
BQAI,5minus8,WW,EX,BOP,DEF,NSA,Q
EHFY,87plus88,WW,EX,BOP,DEF,NSA,Q
OMFD,87plus88I,WW,EX,BOP,DEF,NSA,Q
OMEO,68minusS,WW,EX,BOP,DEF,NSA,Q
BQAK,TminusOE,WW,EX,BOP,DEF,NSA,Q
BQLP,792and3,WW,EX,BOP,DEF,NSA,Q
BQAA,5plus6,WW,EX,BOP,DEF,NSA,Q
BQAB,7plus8,WW,EX,BOP,DEF,NSA,Q
BQLM,7plus8C,WW,EX,BOP,DEF,NSA,Q
BQLN,7plus8I,WW,EX,BOP,DEF,NSA,Q
BPAW,2plus4,WW,EX,BOP,DEF,NSA,Q
BQLO,7plus8K,WW,EX,BOP,DEF,NSA,Q
EHFX,84plus85,WW,EX,BOP,DEF,NSA,Q
OMEV,87plus88C,WW,EX,BOP,DEF,NSA,Q
OMFJ,87plus88K,WW,EX,BOP,DEF,NSA,Q
BPAI,0plus1,WW,EX,BOP,DEF,NSA,Q
EHEW,04plus08,WW,EX,BOP,DEF,NSA,Q
BQAJ,TminusE,WW,EX,BOP,DEF,NSA,Q
BQKK,TminusO,WW,EX,BOP,DEF,NSA,Q
BQLK,6minusPS,WW,EX,BOP,DEF,NSA,Q
EHFR,71minus77,WW,EX,BOP,DEF,NSA,Q
BOUS,5minus8,WW,EX,BOP,IDEF,NSA,Q
BOUV,TminusOE,WW,EX,BOP,IDEF,NSA,Q
ENFR,792and3,WW,EX,BOP,IDEF,NSA,Q
BOUD,5plus6,WW,EX,BOP,IDEF,NSA,Q
BOUE,7plus8,WW,EX,BOP,IDEF,NSA,Q
ENFO,7plus8C,WW,EX,BOP,IDEF,NSA,Q
ENFP,7plus8I,WW,EX,BOP,IDEF,NSA,Q
ENFQ,7plus8K,WW,EX,BOP,IDEF,NSA,Q
BOUB,2plus4,WW,EX,BOP,IDEF,NSA,Q
BOUA,0plus1,WW,EX,BOP,IDEF,NSA,Q
BOUT,TminusE,WW,EX,BOP,IDEF,NSA,Q
BQNC,TminusO,WW,EX,BOP,IDEF,NSA,Q
ENFL,6minusPS,WW,EX,BOP,IDEF,NSA,Q
BOVS,5minus8,WW,EX,BOP,IDEF,SA,Q
BOVV,TminusOE,WW,EX,BOP,IDEF,SA,Q
ENFJ,792and3,WW,EX,BOP,IDEF,SA,Q
BOVD,5plus6,WW,EX,BOP,IDEF,SA,Q
BOVE,7plus8,WW,EX,BOP,IDEF,SA,Q
ENFG,7plus8C,WW,EX,BOP,IDEF,SA,Q
ENFH,7plus8I,WW,EX,BOP,IDEF,SA,Q
ENFI,7plus8K,WW,EX,BOP,IDEF,SA,Q
BOVB,2plus4,WW,EX,BOP,IDEF,SA,Q
BOVA,0plus1,WW,EX,BOP,IDEF,SA,Q
BOVT,TminusE,WW,EX,BOP,IDEF,SA,Q
BOVU,TminusO,WW,EX,BOP,IDEF,SA,Q
ENFD,6minusPS,WW,EX,BOP,IDEF,SA,Q
BORS,5minus8,WW,EX,BOP,VM,NSA,Q
BORV,TminusOE,WW,EX,BOP,VM,NSA,Q
BQLI,792and3,WW,EX,BOP,VM,NSA,Q
BQPR,5plus6,WW,EX,BOP,VM,NSA,Q
BQPS,7plus8,WW,EX,BOP,VM,NSA,Q
BQLF,7plus8C,WW,EX,BOP,VM,NSA,Q
BQLG,7plus8I,WW,EX,BOP,VM,NSA,Q
BQLH,7plus8K,WW,EX,BOP,VM,NSA,Q
BQPQ,2plus4,WW,EX,BOP,VM,NSA,Q
BQPP,0plus1,WW,EX,BOP,VM,NSA,Q
BQKG,TminusE,WW,EX,BOP,VM,NSA,Q
BPBO,TminusO,WW,EX,BOP,VM,NSA,Q
BQLC,6minusPS,WW,EX,BOP,VM,NSA,Q
BOGT,5minus8,WW,EX,BOP,VM,SA,Q
EHDJ,84plus85,WW,EX,BOP,VM,SA,Q
OLRK,87plus88C,WW,EX,BOP,VM,SA,Q
OLRY,87plus88K,WW,EX,BOP,VM,SA,Q
EHCI,04plus08,WW,EX,BOP,VM,SA,Q
BOMA,TminusOE,WW,EX,BOP,VM,SA,Q
EHDD,71minus77,WW,EX,BOP,VM,SA,Q
ENEZ,792and3,WW,EX,BOP,VM,SA,Q
OLQY,56plus59,WW,EX,BOP,VM,SA,Q
EHCU,57plus58,WW,EX,BOP,VM,SA,Q
BAHA,5plus6,WW,EX,BOP,VM,SA,Q
BAHY,7plus8,WW,EX,BOP,VM,SA,Q
ENEW,7plus8C,WW,EX,BOP,VM,SA,Q
ENEX,7plus8I,WW,EX,BOP,VM,SA,Q
ENEY,7plus8K,WW,EX,BOP,VM,SA,Q
BAFB,2plus4,WW,EX,BOP,VM,SA,Q
EHDK,87plus88,WW,EX,BOP,VM,SA,Q
OLRS,87plus88I,WW,EX,BOP,VM,SA,Q
BPEM,0plus1,WW,EX,BOP,VM,SA,Q
OLRD,68minusS,WW,EX,BOP,VM,SA,Q
BOGU,TminusE,WW,EX,BOP,VM,SA,Q
BQKI,TminusO,WW,EX,BOP,VM,SA,Q
ENET,6minusPS,WW,EX,BOP,VM,SA,Q
OCJT,792and3,WW,IM,OTS,CP,NSA,Q
OCMD,792and3,WW,IM,OTS,CVM,NSA,Q
ELEF,5minus8,WW,IM,OTS,IDEF,NSA,Q
ELEE,7plus8,WW,IM,OTS,IDEF,NSA,Q
ELEC,2plus4,WW,IM,OTS,IDEF,NSA,Q
ELEB,0plus1,WW,IM,OTS,IDEF,NSA,Q
OCOR,792and3,WW,IM,OTS,KQ,NSA,Q
OCOY,5minus8,WW,IM,OTS,KQ,NSA,Q
OCOE,5plus6,WW,IM,OTS,KQ,NSA,Q
OCOK,7plus8C,WW,IM,OTS,KQ,NSA,Q
OCOM,7plus8I,WW,IM,OTS,KQ,NSA,Q
OCON,7plus8K,WW,IM,OTS,KQ,NSA,Q
OCIB,87plus88C,WW,IM,OTS,KQ,NSA,Q
OCID,87plus88K,WW,IM,OTS,KQ,NSA,Q
OBTG,04plus08,WW,IM,OTS,KQ,NSA,Q
OCPA,TminusO,WW,IM,OTS,KQ,NSA,Q
OCMW,6minusPS,WW,IM,OTS,KQ,NSA,Q
OCOO,71minus77,WW,IM,OTS,KQ,NSA,Q
OCNJ,56plus59,WW,IM,OTS,KQ,NSA,Q
OCGI,57plus58,WW,IM,OTS,KQ,NSA,Q
OCOV,7plus8,WW,IM,OTS,KQ,NSA,Q
OCNX,2plus4,WW,IM,OTS,KQ,NSA,Q
OCIC,87plus88I,WW,IM,OTS,KQ,NSA,Q
OCNW,0plus1,WW,IM,OTS,KQ,NSA,Q
OCGT,68minusS,WW,IM,OTS,KQ,NSA,Q
OCPB,TminusE,WW,IM,OTS,KQ,NSA,Q
OCOZ,TminusOE,WW,IM,OTS,KQ,NSA,Q
ELDX,5minus8,WW,IM,OTS,VM,NSA,Q
ELDW,7plus8,WW,IM,OTS,VM,NSA,Q
ELDU,2plus4,WW,IM,OTS,VM,NSA,Q
ELDT,0plus1,WW,IM,OTS,VM,NSA,Q
BPAS,5minus8,WW,IM,BOP,CP,NSA,Q
IHZX,87plus88,WW,IM,BOP,CP,NSA,Q
IHOQ,87plus88C,WW,IM,BOP,CP,NSA,Q
IHPT,87plus88K,WW,IM,BOP,CP,NSA,Q
IHSH,04plus08,WW,IM,BOP,CP,NSA,Q
BPAT,TminusE,WW,IM,BOP,CP,NSA,Q
BPAV,TminusOE,WW,IM,BOP,CP,NSA,Q
IHZP,71minus77,WW,IM,BOP,CP,NSA,Q
IHEV,56plus59,WW,IM,BOP,CP,NSA,Q
BQOQ,792and3,WW,IM,BOP,CP,NSA,Q
IHEL,57plus58,WW,IM,BOP,CP,NSA,Q
BQMR,5plus6,WW,IM,BOP,CP,NSA,Q
BQMY,7plus8,WW,IM,BOP,CP,NSA,Q
BQON,7plus8C,WW,IM,BOP,CP,NSA,Q
BQOO,7plus8I,WW,IM,BOP,CP,NSA,Q
BQOP,7plus8K,WW,IM,BOP,CP,NSA,Q
BQNA,2plus4,WW,IM,BOP,CP,NSA,Q
IHZV,84plus85,WW,IM,BOP,CP,NSA,Q
IHPP,87plus88I,WW,IM,BOP,CP,NSA,Q
BQMW,0plus1,WW,IM,BOP,CP,NSA,Q
IHJP,68minusS,WW,IM,BOP,CP,NSA,Q
BQAP,TminusO,WW,IM,BOP,CP,NSA,Q
BQOK,6minusPS,WW,IM,BOP,CP,NSA,Q
BQBD,5minus8,WW,IM,BOP,CP,SA,Q
EHAW,87plus88,WW,IM,BOP,CP,SA,Q
OKES,87plus88C,WW,IM,BOP,CP,SA,Q
OKFG,87plus88K,WW,IM,BOP,CP,SA,Q
BQQU,04plus08,WW,IM,BOP,CP,SA,Q
BQBE,TminusE,WW,IM,BOP,CP,SA,Q
BQBG,TminusOE,WW,IM,BOP,CP,SA,Q
EHAP,71minus77,WW,IM,BOP,CP,SA,Q
ENGH,792and3,WW,IM,BOP,CP,SA,Q
OKEG,56plus59,WW,IM,BOP,CP,SA,Q
EHAG,57plus58,WW,IM,BOP,CP,SA,Q
BQAU,5plus6,WW,IM,BOP,CP,SA,Q
BQAV,7plus8,WW,IM,BOP,CP,SA,Q
ENGE,7plus8C,WW,IM,BOP,CP,SA,Q
ENGF,7plus8I,WW,IM,BOP,CP,SA,Q
ENGG,7plus8K,WW,IM,BOP,CP,SA,Q
BQAS,2plus4,WW,IM,BOP,CP,SA,Q
EHAV,84plus85,WW,IM,BOP,CP,SA,Q
OKFA,87plus88I,WW,IM,BOP,CP,SA,Q
BQAR,0plus1,WW,IM,BOP,CP,SA,Q
OKEL,68minusS,WW,IM,BOP,CP,SA,Q
ENXP,TminusO,WW,IM,BOP,CP,SA,Q
ENGB,6minusPS,WW,IM,BOP,CP,SA,Q
BPHS,5minus8,WW,IM,BOP,CVM,NSA,Q
IIHZ,87plus88,WW,IM,BOP,CVM,NSA,Q
IIET,87plus88C,WW,IM,BOP,CVM,NSA,Q
IIEX,87plus88K,WW,IM,BOP,CVM,NSA,Q
IIHL,04plus08,WW,IM,BOP,CVM,NSA,Q
BPHT,TminusE,WW,IM,BOP,CVM,NSA,Q
BPHV,TminusOE,WW,IM,BOP,CVM,NSA,Q
IIHR,71minus77,WW,IM,BOP,CVM,NSA,Q
ENHF,792and3,WW,IM,BOP,CVM,NSA,Q
IIDD,56plus59,WW,IM,BOP,CVM,NSA,Q
IIGR,57plus58,WW,IM,BOP,CVM,NSA,Q
BPHD,5plus6,WW,IM,BOP,CVM,NSA,Q
BPHE,7plus8,WW,IM,BOP,CVM,NSA,Q
ENHC,7plus8C,WW,IM,BOP,CVM,NSA,Q
ENHD,7plus8I,WW,IM,BOP,CVM,NSA,Q
ENHE,7plus8K,WW,IM,BOP,CVM,NSA,Q
BPHB,2plus4,WW,IM,BOP,CVM,NSA,Q
IIHX,84plus85,WW,IM,BOP,CVM,NSA,Q
IIEV,87plus88I,WW,IM,BOP,CVM,NSA,Q
BPHA,0plus1,WW,IM,BOP,CVM,NSA,Q
IIDP,68minusS,WW,IM,BOP,CVM,NSA,Q
ELBC,TminusO,WW,IM,BOP,CVM,NSA,Q
ENGZ,6minusPS,WW,IM,BOP,CVM,NSA,Q
BPIS,5minus8,WW,IM,BOP,CVM,SA,Q
OGTO,87plus88,WW,IM,BOP,CVM,SA,Q
OKSC,87plus88C,WW,IM,BOP,CVM,SA,Q
OKSR,87plus88K,WW,IM,BOP,CVM,SA,Q
OGSK,04plus08,WW,IM,BOP,CVM,SA,Q
BPIT,TminusE,WW,IM,BOP,CVM,SA,Q
BPIV,TminusOE,WW,IM,BOP,CVM,SA,Q
