cdid,PRODUCT,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
P42L,24.2,B5,EX,BOP,CP,NSA,A
P42L,24.2,B5,EX,BOP,CP,NSA,Q
P483,24.2,B5,EX,BOP,CP,SA,A
P483,24.2,B5,EX,BOP,CP,SA,Q
P4DJ,24.2,B5,EX,BOP,CVM,NSA,A
P4DJ,24.2,B5,EX,BOP,CVM,NSA,Q
P4IZ,24.2,B5,EX,BOP,CVM,SA,A
P4IZ,24.2,B5,EX,BOP,CVM,SA,Q
P3EP,24.2,B5,IM,BOP,CP,NSA,A
P3EP,24.2,B5,IM,BOP,CP,NSA,Q
P3K7,24.2,B5,IM,BOP,CP,SA,A
P3K7,24.2,B5,IM,BOP,CP,SA,Q
P3PN,24.2,B5,IM,BOP,CVM,NSA,A
P3PN,24.2,B5,IM,BOP,CVM,NSA,Q
P3V5,24.2,B5,IM,BOP,CVM,SA,A
P3V5,24.2,B5,IM,BOP,CVM,SA,Q
P5CD,24.2,D5,EX,BOP,CP,NSA,A
P5CD,24.2,D5,EX,BOP,CP,NSA,Q
P5HT,24.2,D5,EX,BOP,CP,SA,A
P5HT,24.2,D5,EX,BOP,CP,SA,Q
P5NB,24.2,D5,EX,BOP,CVM,NSA,A
P5NB,24.2,D5,EX,BOP,CVM,NSA,Q
P5SR,24.2,D5,EX,BOP,CVM,SA,A
P5SR,24.2,D5,EX,BOP,CVM,SA,Q
P4OH,24.2,D5,IM,BOP,CP,NSA,A
P4OH,24.2,D5,IM,BOP,CP,NSA,Q
P4TX,24.2,D5,IM,BOP,CP,SA,A
P4TX,24.2,D5,IM,BOP,CP,SA,Q
P4ZF,24.2,D5,IM,BOP,CVM,NSA,A
P4ZF,24.2,D5,IM,BOP,CVM,NSA,Q
P56V,24.2,D5,IM,BOP,CVM,SA,A
P56V,24.2,D5,IM,BOP,CVM,SA,Q
P2QT,24.2,W1,EX,BOP,CP,NSA,A
P2QT,24.2,W1,EX,BOP,CP,NSA,Q
P2WB,24.2,W1,EX,BOP,CP,SA,A
P2WB,24.2,W1,EX,BOP,CP,SA,Q
P33R,24.2,W1,EX,BOP,CVM,NSA,A
P33R,24.2,W1,EX,BOP,CVM,NSA,Q
P399,24.2,W1,EX,BOP,CVM,SA,A
P399,24.2,W1,EX,BOP,CVM,SA,Q
P24X,24.2,W1,IM,BOP,CP,NSA,A
P24X,24.2,W1,IM,BOP,CP,NSA,Q
P2AF,24.2,W1,IM,BOP,CP,SA,A
P2AF,24.2,W1,IM,BOP,CP,SA,Q
P2FV,24.2,W1,IM,BOP,CVM,NSA,A
P2FV,24.2,W1,IM,BOP,CVM,NSA,Q
P2LD,24.2,W1,IM,BOP,CVM,SA,A
P2LD,24.2,W1,IM,BOP,CVM,SA,Q
P3XO,TOTAL,B5,EX,BOP,CP,NSA,A
P3XO,TOTAL,B5,EX,BOP,CP,NSA,Q
P456,TOTAL,B5,EX,BOP,CP,SA,A
P456,TOTAL,B5,EX,BOP,CP,SA,Q
P4AM,TOTAL,B5,EX,BOP,CVM,NSA,A
P4AM,TOTAL,B5,EX,BOP,CVM,NSA,Q
P4G4,TOTAL,B5,EX,BOP,CVM,SA,A
P4G4,TOTAL,B5,EX,BOP,CVM,SA,Q
P3BS,TOTAL,B5,IM,BOP,CP,NSA,A
P3BS,TOTAL,B5,IM,BOP,CP,NSA,Q
P3HA,TOTAL,B5,IM,BOP,CP,SA,A
P3HA,TOTAL,B5,IM,BOP,CP,SA,Q
P3MQ,TOTAL,B5,IM,BOP,CVM,NSA,A
P3MQ,TOTAL,B5,IM,BOP,CVM,NSA,Q
P3S8,TOTAL,B5,IM,BOP,CVM,SA,A
P3S8,TOTAL,B5,IM,BOP,CVM,SA,Q
P59G,TOTAL,D5,EX,BOP,CP,NSA,A
P59G,TOTAL,D5,EX,BOP,CP,NSA,Q
P5EW,TOTAL,D5,EX,BOP,CP,SA,A
P5EW,TOTAL,D5,EX,BOP,CP,SA,Q
P5KE,TOTAL,D5,EX,BOP,CVM,NSA,A
P5KE,TOTAL,D5,EX,BOP,CVM,NSA,Q
P5PU,TOTAL,D5,EX,BOP,CVM,SA,A
P5PU,TOTAL,D5,EX,BOP,CVM,SA,Q
P4LK,TOTAL,D5,IM,BOP,CP,NSA,A
P4LK,TOTAL,D5,IM,BOP,CP,NSA,Q
P4R2,TOTAL,D5,IM,BOP,CP,SA,A
P4R2,TOTAL,D5,IM,BOP,CP,SA,Q
P4WI,TOTAL,D5,IM,BOP,CVM,NSA,A
P4WI,TOTAL,D5,IM,BOP,CVM,NSA,Q
P53Y,TOTAL,D5,IM,BOP,CVM,SA,A
P53Y,TOTAL,D5,IM,BOP,CVM,SA,Q
P2NW,TOTAL,W1,EX,BOP,CP,NSA,A
P2NW,TOTAL,W1,EX,BOP,CP,NSA,Q
P2TE,TOTAL,W1,EX,BOP,CP,SA,A
P2TE,TOTAL,W1,EX,BOP,CP,SA,Q
P2YU,TOTAL,W1,EX,BOP,CVM,NSA,A
P2YU,TOTAL,W1,EX,BOP,CVM,NSA,Q
P36C,TOTAL,W1,EX,BOP,CVM,SA,A
P36C,TOTAL,W1,EX,BOP,CVM,SA,Q
P222,TOTAL,W1,IM,BOP,CP,NSA,A
P222,TOTAL,W1,IM,BOP,CP,NSA,Q
P27I,TOTAL,W1,IM,BOP,CP,SA,A
P27I,TOTAL,W1,IM,BOP,CP,SA,Q
P2CY,TOTAL,W1,IM,BOP,CVM,NSA,A
P2CY,TOTAL,W1,IM,BOP,CVM,NSA,Q
P2IG,TOTAL,W1,IM,BOP,CVM,SA,A
P2IG,TOTAL,W1,IM,BOP,CVM,SA,Q
P3XP,A,B5,EX,BOP,CP,NSA,A
P3XP,A,B5,EX,BOP,CP,NSA,Q
P457,A,B5,EX,BOP,CP,SA,A
P457,A,B5,EX,BOP,CP,SA,Q
P4AN,A,B5,EX,BOP,CVM,NSA,A
P4AN,A,B5,EX,BOP,CVM,NSA,Q
P4G5,A,B5,EX,BOP,CVM,SA,A
P4G5,A,B5,EX,BOP,CVM,SA,Q
P3BT,A,B5,IM,BOP,CP,NSA,A
P3BT,A,B5,IM,BOP,CP,NSA,Q
P3HB,A,B5,IM,BOP,CP,SA,A
P3HB,A,B5,IM,BOP,CP,SA,Q
P3MR,A,B5,IM,BOP,CVM,NSA,A
P3MR,A,B5,IM,BOP,CVM,NSA,Q
P3S9,A,B5,IM,BOP,CVM,SA,A
P3S9,A,B5,IM,BOP,CVM,SA,Q
P59H,A,D5,EX,BOP,CP,NSA,A
P59H,A,D5,EX,BOP,CP,NSA,Q
P5EX,A,D5,EX,BOP,CP,SA,A
P5EX,A,D5,EX,BOP,CP,SA,Q
P5KF,A,D5,EX,BOP,CVM,NSA,A
P5KF,A,D5,EX,BOP,CVM,NSA,Q
P5PV,A,D5,EX,BOP,CVM,SA,A
P5PV,A,D5,EX,BOP,CVM,SA,Q
P4LL,A,D5,IM,BOP,CP,NSA,A
P4LL,A,D5,IM,BOP,CP,NSA,Q
P4R3,A,D5,IM,BOP,CP,SA,A
P4R3,A,D5,IM,BOP,CP,SA,Q
P4WJ,A,D5,IM,BOP,CVM,NSA,A
P4WJ,A,D5,IM,BOP,CVM,NSA,Q
P53Z,A,D5,IM,BOP,CVM,SA,A
P53Z,A,D5,IM,BOP,CVM,SA,Q
P2NX,A,W1,EX,BOP,CP,NSA,A
P2NX,A,W1,EX,BOP,CP,NSA,Q
P2TF,A,W1,EX,BOP,CP,SA,A
P2TF,A,W1,EX,BOP,CP,SA,Q
P2YV,A,W1,EX,BOP,CVM,NSA,A
P2YV,A,W1,EX,BOP,CVM,NSA,Q
P36D,A,W1,EX,BOP,CVM,SA,A
P36D,A,W1,EX,BOP,CVM,SA,Q
P223,A,W1,IM,BOP,CP,NSA,A
P223,A,W1,IM,BOP,CP,NSA,Q
P27J,A,W1,IM,BOP,CP,SA,A
P27J,A,W1,IM,BOP,CP,SA,Q
P2CZ,A,W1,IM,BOP,CVM,NSA,A
P2CZ,A,W1,IM,BOP,CVM,NSA,Q
P2IH,A,W1,IM,BOP,CVM,SA,A
P2IH,A,W1,IM,BOP,CVM,SA,Q
P3XQ,1,B5,EX,BOP,CP,NSA,A
P3XQ,1,B5,EX,BOP,CP,NSA,Q
P458,1,B5,EX,BOP,CP,SA,A
P458,1,B5,EX,BOP,CP,SA,Q
P4AO,1,B5,EX,BOP,CVM,NSA,A
P4AO,1,B5,EX,BOP,CVM,NSA,Q
P4G6,1,B5,EX,BOP,CVM,SA,A
P4G6,1,B5,EX,BOP,CVM,SA,Q
P3BU,1,B5,IM,BOP,CP,NSA,A
P3BU,1,B5,IM,BOP,CP,NSA,Q
P3HC,1,B5,IM,BOP,CP,SA,A
P3HC,1,B5,IM,BOP,CP,SA,Q
P3MS,1,B5,IM,BOP,CVM,NSA,A
P3MS,1,B5,IM,BOP,CVM,NSA,Q
P3SA,1,B5,IM,BOP,CVM,SA,A
P3SA,1,B5,IM,BOP,CVM,SA,Q
P59I,1,D5,EX,BOP,CP,NSA,A
P59I,1,D5,EX,BOP,CP,NSA,Q
P5EY,1,D5,EX,BOP,CP,SA,A
P5EY,1,D5,EX,BOP,CP,SA,Q
P5KG,1,D5,EX,BOP,CVM,NSA,A
P5KG,1,D5,EX,BOP,CVM,NSA,Q
P5PW,1,D5,EX,BOP,CVM,SA,A
P5PW,1,D5,EX,BOP,CVM,SA,Q
P4LM,1,D5,IM,BOP,CP,NSA,A
P4LM,1,D5,IM,BOP,CP,NSA,Q
P4R4,1,D5,IM,BOP,CP,SA,A
P4R4,1,D5,IM,BOP,CP,SA,Q
P4WK,1,D5,IM,BOP,CVM,NSA,A
P4WK,1,D5,IM,BOP,CVM,NSA,Q
P542,1,D5,IM,BOP,CVM,SA,A
P542,1,D5,IM,BOP,CVM,SA,Q
P2NY,1,W1,EX,BOP,CP,NSA,A
P2NY,1,W1,EX,BOP,CP,NSA,Q
P2TG,1,W1,EX,BOP,CP,SA,A
P2TG,1,W1,EX,BOP,CP,SA,Q
P2YW,1,W1,EX,BOP,CVM,NSA,A
P2YW,1,W1,EX,BOP,CVM,NSA,Q
P36E,1,W1,EX,BOP,CVM,SA,A
P36E,1,W1,EX,BOP,CVM,SA,Q
P224,1,W1,IM,BOP,CP,NSA,A
P224,1,W1,IM,BOP,CP,NSA,Q
P27K,1,W1,IM,BOP,CP,SA,A
P27K,1,W1,IM,BOP,CP,SA,Q
P2D2,1,W1,IM,BOP,CVM,NSA,A
P2D2,1,W1,IM,BOP,CVM,NSA,Q
P2II,1,W1,IM,BOP,CVM,SA,A
P2II,1,W1,IM,BOP,CVM,SA,Q
P3XR,1.1,B5,EX,BOP,CP,NSA,A
P3XR,1.1,B5,EX,BOP,CP,NSA,Q
P459,1.1,B5,EX,BOP,CP,SA,A
P459,1.1,B5,EX,BOP,CP,SA,Q
P4AP,1.1,B5,EX,BOP,CVM,NSA,A
P4AP,1.1,B5,EX,BOP,CVM,NSA,Q
P4G7,1.1,B5,EX,BOP,CVM,SA,A
P4G7,1.1,B5,EX,BOP,CVM,SA,Q
P3BV,1.1,B5,IM,BOP,CP,NSA,A
P3BV,1.1,B5,IM,BOP,CP,NSA,Q
P3HD,1.1,B5,IM,BOP,CP,SA,A
P3HD,1.1,B5,IM,BOP,CP,SA,Q
P3MT,1.1,B5,IM,BOP,CVM,NSA,A
P3MT,1.1,B5,IM,BOP,CVM,NSA,Q
P3SB,1.1,B5,IM,BOP,CVM,SA,A
P3SB,1.1,B5,IM,BOP,CVM,SA,Q
P59J,1.1,D5,EX,BOP,CP,NSA,A
P59J,1.1,D5,EX,BOP,CP,NSA,Q
P5EZ,1.1,D5,EX,BOP,CP,SA,A
P5EZ,1.1,D5,EX,BOP,CP,SA,Q
P5KH,1.1,D5,EX,BOP,CVM,NSA,A
P5KH,1.1,D5,EX,BOP,CVM,NSA,Q
P5PX,1.1,D5,EX,BOP,CVM,SA,A
P5PX,1.1,D5,EX,BOP,CVM,SA,Q
P4LN,1.1,D5,IM,BOP,CP,NSA,A
P4LN,1.1,D5,IM,BOP,CP,NSA,Q
P4R5,1.1,D5,IM,BOP,CP,SA,A
P4R5,1.1,D5,IM,BOP,CP,SA,Q
P4WL,1.1,D5,IM,BOP,CVM,NSA,A
P4WL,1.1,D5,IM,BOP,CVM,NSA,Q
P543,1.1,D5,IM,BOP,CVM,SA,A
P543,1.1,D5,IM,BOP,CVM,SA,Q
P2NZ,1.1,W1,EX,BOP,CP,NSA,A
P2NZ,1.1,W1,EX,BOP,CP,NSA,Q
P2TH,1.1,W1,EX,BOP,CP,SA,A
P2TH,1.1,W1,EX,BOP,CP,SA,Q
P2YX,1.1,W1,EX,BOP,CVM,NSA,A
P2YX,1.1,W1,EX,BOP,CVM,NSA,Q
P36F,1.1,W1,EX,BOP,CVM,SA,A
P36F,1.1,W1,EX,BOP,CVM,SA,Q
P225,1.1,W1,IM,BOP,CP,NSA,A
P225,1.1,W1,IM,BOP,CP,NSA,Q
P27L,1.1,W1,IM,BOP,CP,SA,A
P27L,1.1,W1,IM,BOP,CP,SA,Q
P2D3,1.1,W1,IM,BOP,CVM,NSA,A
P2D3,1.1,W1,IM,BOP,CVM,NSA,Q
P2IJ,1.1,W1,IM,BOP,CVM,SA,A
P2IJ,1.1,W1,IM,BOP,CVM,SA,Q
P3XS,1.2,B5,EX,BOP,CP,NSA,A
P3XS,1.2,B5,EX,BOP,CP,NSA,Q
P45A,1.2,B5,EX,BOP,CP,SA,A
P45A,1.2,B5,EX,BOP,CP,SA,Q
P4AQ,1.2,B5,EX,BOP,CVM,NSA,A
P4AQ,1.2,B5,EX,BOP,CVM,NSA,Q
P4G8,1.2,B5,EX,BOP,CVM,SA,A
P4G8,1.2,B5,EX,BOP,CVM,SA,Q
P3BW,1.2,B5,IM,BOP,CP,NSA,A
P3BW,1.2,B5,IM,BOP,CP,NSA,Q
P3HE,1.2,B5,IM,BOP,CP,SA,A
P3HE,1.2,B5,IM,BOP,CP,SA,Q
P3MU,1.2,B5,IM,BOP,CVM,NSA,A
P3MU,1.2,B5,IM,BOP,CVM,NSA,Q
P3SC,1.2,B5,IM,BOP,CVM,SA,A
P3SC,1.2,B5,IM,BOP,CVM,SA,Q
P59K,1.2,D5,EX,BOP,CP,NSA,A
P59K,1.2,D5,EX,BOP,CP,NSA,Q
P5F2,1.2,D5,EX,BOP,CP,SA,A
P5F2,1.2,D5,EX,BOP,CP,SA,Q
P5KI,1.2,D5,EX,BOP,CVM,NSA,A
P5KI,1.2,D5,EX,BOP,CVM,NSA,Q
P5PY,1.2,D5,EX,BOP,CVM,SA,A
P5PY,1.2,D5,EX,BOP,CVM,SA,Q
P4LO,1.2,D5,IM,BOP,CP,NSA,A
P4LO,1.2,D5,IM,BOP,CP,NSA,Q
P4R6,1.2,D5,IM,BOP,CP,SA,A
P4R6,1.2,D5,IM,BOP,CP,SA,Q
P4WM,1.2,D5,IM,BOP,CVM,NSA,A
P4WM,1.2,D5,IM,BOP,CVM,NSA,Q
P544,1.2,D5,IM,BOP,CVM,SA,A
P544,1.2,D5,IM,BOP,CVM,SA,Q
P2O2,1.2,W1,EX,BOP,CP,NSA,A
P2O2,1.2,W1,EX,BOP,CP,NSA,Q
P2TI,1.2,W1,EX,BOP,CP,SA,A
P2TI,1.2,W1,EX,BOP,CP,SA,Q
P2YY,1.2,W1,EX,BOP,CVM,NSA,A
P2YY,1.2,W1,EX,BOP,CVM,NSA,Q
P36G,1.2,W1,EX,BOP,CVM,SA,A
P36G,1.2,W1,EX,BOP,CVM,SA,Q
P226,1.2,W1,IM,BOP,CP,NSA,A
P226,1.2,W1,IM,BOP,CP,NSA,Q
P27M,1.2,W1,IM,BOP,CP,SA,A
P27M,1.2,W1,IM,BOP,CP,SA,Q
P2D4,1.2,W1,IM,BOP,CVM,NSA,A
P2D4,1.2,W1,IM,BOP,CVM,NSA,Q
P2IK,1.2,W1,IM,BOP,CVM,SA,A
P2IK,1.2,W1,IM,BOP,CVM,SA,Q
P3XT,1.3,B5,EX,BOP,CP,NSA,A
P3XT,1.3,B5,EX,BOP,CP,NSA,Q
P45B,1.3,B5,EX,BOP,CP,SA,A
P45B,1.3,B5,EX,BOP,CP,SA,Q
P4AR,1.3,B5,EX,BOP,CVM,NSA,A
P4AR,1.3,B5,EX,BOP,CVM,NSA,Q
P4G9,1.3,B5,EX,BOP,CVM,SA,A
P4G9,1.3,B5,EX,BOP,CVM,SA,Q
P3BX,1.3,B5,IM,BOP,CP,NSA,A
P3BX,1.3,B5,IM,BOP,CP,NSA,Q
P3HF,1.3,B5,IM,BOP,CP,SA,A
P3HF,1.3,B5,IM,BOP,CP,SA,Q
P3MV,1.3,B5,IM,BOP,CVM,NSA,A
P3MV,1.3,B5,IM,BOP,CVM,NSA,Q
P3SD,1.3,B5,IM,BOP,CVM,SA,A
P3SD,1.3,B5,IM,BOP,CVM,SA,Q
P59L,1.3,D5,EX,BOP,CP,NSA,A
P59L,1.3,D5,EX,BOP,CP,NSA,Q
P5F3,1.3,D5,EX,BOP,CP,SA,A
P5F3,1.3,D5,EX,BOP,CP,SA,Q
P5KJ,1.3,D5,EX,BOP,CVM,NSA,A
P5KJ,1.3,D5,EX,BOP,CVM,NSA,Q
P5PZ,1.3,D5,EX,BOP,CVM,SA,A
P5PZ,1.3,D5,EX,BOP,CVM,SA,Q
P4LP,1.3,D5,IM,BOP,CP,NSA,A
P4LP,1.3,D5,IM,BOP,CP,NSA,Q
P4R7,1.3,D5,IM,BOP,CP,SA,A
P4R7,1.3,D5,IM,BOP,CP,SA,Q
P4WN,1.3,D5,IM,BOP,CVM,NSA,A
P4WN,1.3,D5,IM,BOP,CVM,NSA,Q
P545,1.3,D5,IM,BOP,CVM,SA,A
P545,1.3,D5,IM,BOP,CVM,SA,Q
P2O3,1.3,W1,EX,BOP,CP,NSA,A
P2O3,1.3,W1,EX,BOP,CP,NSA,Q
P2TJ,1.3,W1,EX,BOP,CP,SA,A
P2TJ,1.3,W1,EX,BOP,CP,SA,Q
P2YZ,1.3,W1,EX,BOP,CVM,NSA,A
P2YZ,1.3,W1,EX,BOP,CVM,NSA,Q
P36H,1.3,W1,EX,BOP,CVM,SA,A
P36H,1.3,W1,EX,BOP,CVM,SA,Q
P227,1.3,W1,IM,BOP,CP,NSA,A
P227,1.3,W1,IM,BOP,CP,NSA,Q
P27N,1.3,W1,IM,BOP,CP,SA,A
P27N,1.3,W1,IM,BOP,CP,SA,Q
P2D5,1.3,W1,IM,BOP,CVM,NSA,A
P2D5,1.3,W1,IM,BOP,CVM,NSA,Q
P2IL,1.3,W1,IM,BOP,CVM,SA,A
P2IL,1.3,W1,IM,BOP,CVM,SA,Q
P3XU,1.4,B5,EX,BOP,CP,NSA,A
P3XU,1.4,B5,EX,BOP,CP,NSA,Q
P45C,1.4,B5,EX,BOP,CP,SA,A
P45C,1.4,B5,EX,BOP,CP,SA,Q
P4AS,1.4,B5,EX,BOP,CVM,NSA,A
P4AS,1.4,B5,EX,BOP,CVM,NSA,Q
P4GA,1.4,B5,EX,BOP,CVM,SA,A
P4GA,1.4,B5,EX,BOP,CVM,SA,Q
P3BY,1.4,B5,IM,BOP,CP,NSA,A
P3BY,1.4,B5,IM,BOP,CP,NSA,Q
P3HG,1.4,B5,IM,BOP,CP,SA,A
P3HG,1.4,B5,IM,BOP,CP,SA,Q
P3MW,1.4,B5,IM,BOP,CVM,NSA,A
P3MW,1.4,B5,IM,BOP,CVM,NSA,Q
P3SE,1.4,B5,IM,BOP,CVM,SA,A
P3SE,1.4,B5,IM,BOP,CVM,SA,Q
P59M,1.4,D5,EX,BOP,CP,NSA,A
P59M,1.4,D5,EX,BOP,CP,NSA,Q
P5F4,1.4,D5,EX,BOP,CP,SA,A
P5F4,1.4,D5,EX,BOP,CP,SA,Q
P5KK,1.4,D5,EX,BOP,CVM,NSA,A
P5KK,1.4,D5,EX,BOP,CVM,NSA,Q
P5Q2,1.4,D5,EX,BOP,CVM,SA,A
P5Q2,1.4,D5,EX,BOP,CVM,SA,Q
P4LQ,1.4,D5,IM,BOP,CP,NSA,A
P4LQ,1.4,D5,IM,BOP,CP,NSA,Q
P4R8,1.4,D5,IM,BOP,CP,SA,A
P4R8,1.4,D5,IM,BOP,CP,SA,Q
P4WO,1.4,D5,IM,BOP,CVM,NSA,A
P4WO,1.4,D5,IM,BOP,CVM,NSA,Q
P546,1.4,D5,IM,BOP,CVM,SA,A
P546,1.4,D5,IM,BOP,CVM,SA,Q
P2O4,1.4,W1,EX,BOP,CP,NSA,A
P2O4,1.4,W1,EX,BOP,CP,NSA,Q
P2TK,1.4,W1,EX,BOP,CP,SA,A
P2TK,1.4,W1,EX,BOP,CP,SA,Q
P2Z2,1.4,W1,EX,BOP,CVM,NSA,A
P2Z2,1.4,W1,EX,BOP,CVM,NSA,Q
P36I,1.4,W1,EX,BOP,CVM,SA,A
P36I,1.4,W1,EX,BOP,CVM,SA,Q
P228,1.4,W1,IM,BOP,CP,NSA,A
P228,1.4,W1,IM,BOP,CP,NSA,Q
P27O,1.4,W1,IM,BOP,CP,SA,A
P27O,1.4,W1,IM,BOP,CP,SA,Q
P2D6,1.4,W1,IM,BOP,CVM,NSA,A
P2D6,1.4,W1,IM,BOP,CVM,NSA,Q
P2IM,1.4,W1,IM,BOP,CVM,SA,A
P2IM,1.4,W1,IM,BOP,CVM,SA,Q
P3XV,2,B5,EX,BOP,CP,NSA,A
P3XV,2,B5,EX,BOP,CP,NSA,Q
P45D,2,B5,EX,BOP,CP,SA,A
P45D,2,B5,EX,BOP,CP,SA,Q
P4AT,2,B5,EX,BOP,CVM,NSA,A
P4AT,2,B5,EX,BOP,CVM,NSA,Q
P4GB,2,B5,EX,BOP,CVM,SA,A
P4GB,2,B5,EX,BOP,CVM,SA,Q
P3BZ,2,B5,IM,BOP,CP,NSA,A
P3BZ,2,B5,IM,BOP,CP,NSA,Q
P3HH,2,B5,IM,BOP,CP,SA,A
P3HH,2,B5,IM,BOP,CP,SA,Q
P3MX,2,B5,IM,BOP,CVM,NSA,A
P3MX,2,B5,IM,BOP,CVM,NSA,Q
P3SF,2,B5,IM,BOP,CVM,SA,A
P3SF,2,B5,IM,BOP,CVM,SA,Q
P59N,2,D5,EX,BOP,CP,NSA,A
P59N,2,D5,EX,BOP,CP,NSA,Q
P5F5,2,D5,EX,BOP,CP,SA,A
P5F5,2,D5,EX,BOP,CP,SA,Q
P5KL,2,D5,EX,BOP,CVM,NSA,A
P5KL,2,D5,EX,BOP,CVM,NSA,Q
P5Q3,2,D5,EX,BOP,CVM,SA,A
P5Q3,2,D5,EX,BOP,CVM,SA,Q
P4LR,2,D5,IM,BOP,CP,NSA,A
P4LR,2,D5,IM,BOP,CP,NSA,Q
P4R9,2,D5,IM,BOP,CP,SA,A
P4R9,2,D5,IM,BOP,CP,SA,Q
P4WP,2,D5,IM,BOP,CVM,NSA,A
P4WP,2,D5,IM,BOP,CVM,NSA,Q
P547,2,D5,IM,BOP,CVM,SA,A
P547,2,D5,IM,BOP,CVM,SA,Q
P2O5,2,W1,EX,BOP,CP,NSA,A
P2O5,2,W1,EX,BOP,CP,NSA,Q
P2TL,2,W1,EX,BOP,CP,SA,A
P2TL,2,W1,EX,BOP,CP,SA,Q
P2Z3,2,W1,EX,BOP,CVM,NSA,A
P2Z3,2,W1,EX,BOP,CVM,NSA,Q
P36J,2,W1,EX,BOP,CVM,SA,A
P36J,2,W1,EX,BOP,CVM,SA,Q
P229,2,W1,IM,BOP,CP,NSA,A
P229,2,W1,IM,BOP,CP,NSA,Q
P27P,2,W1,IM,BOP,CP,SA,A
P27P,2,W1,IM,BOP,CP,SA,Q
P2D7,2,W1,IM,BOP,CVM,NSA,A
P2D7,2,W1,IM,BOP,CVM,NSA,Q
P2IN,2,W1,IM,BOP,CVM,SA,A
P2IN,2,W1,IM,BOP,CVM,SA,Q
P3XW,2.1,B5,EX,BOP,CP,NSA,A
P3XW,2.1,B5,EX,BOP,CP,NSA,Q
P45E,2.1,B5,EX,BOP,CP,SA,A
P45E,2.1,B5,EX,BOP,CP,SA,Q
P4AU,2.1,B5,EX,BOP,CVM,NSA,A
P4AU,2.1,B5,EX,BOP,CVM,NSA,Q
P4GC,2.1,B5,EX,BOP,CVM,SA,A
P4GC,2.1,B5,EX,BOP,CVM,SA,Q
P3C2,2.1,B5,IM,BOP,CP,NSA,A
P3C2,2.1,B5,IM,BOP,CP,NSA,Q
P3HI,2.1,B5,IM,BOP,CP,SA,A
P3HI,2.1,B5,IM,BOP,CP,SA,Q
P3MY,2.1,B5,IM,BOP,CVM,NSA,A
P3MY,2.1,B5,IM,BOP,CVM,NSA,Q
P3SG,2.1,B5,IM,BOP,CVM,SA,A
P3SG,2.1,B5,IM,BOP,CVM,SA,Q
P59O,2.1,D5,EX,BOP,CP,NSA,A
P59O,2.1,D5,EX,BOP,CP,NSA,Q
P5F6,2.1,D5,EX,BOP,CP,SA,A
P5F6,2.1,D5,EX,BOP,CP,SA,Q
P5KM,2.1,D5,EX,BOP,CVM,NSA,A
P5KM,2.1,D5,EX,BOP,CVM,NSA,Q
P5Q4,2.1,D5,EX,BOP,CVM,SA,A
P5Q4,2.1,D5,EX,BOP,CVM,SA,Q
P4LS,2.1,D5,IM,BOP,CP,NSA,A
P4LS,2.1,D5,IM,BOP,CP,NSA,Q
P4RA,2.1,D5,IM,BOP,CP,SA,A
P4RA,2.1,D5,IM,BOP,CP,SA,Q
P4WQ,2.1,D5,IM,BOP,CVM,NSA,A
P4WQ,2.1,D5,IM,BOP,CVM,NSA,Q
P548,2.1,D5,IM,BOP,CVM,SA,A
P548,2.1,D5,IM,BOP,CVM,SA,Q
P2O6,2.1,W1,EX,BOP,CP,NSA,A
P2O6,2.1,W1,EX,BOP,CP,NSA,Q
P2TM,2.1,W1,EX,BOP,CP,SA,A
P2TM,2.1,W1,EX,BOP,CP,SA,Q
P2Z4,2.1,W1,EX,BOP,CVM,NSA,A
P2Z4,2.1,W1,EX,BOP,CVM,NSA,Q
P36K,2.1,W1,EX,BOP,CVM,SA,A
P36K,2.1,W1,EX,BOP,CVM,SA,Q
P22A,2.1,W1,IM,BOP,CP,NSA,A
P22A,2.1,W1,IM,BOP,CP,NSA,Q
P27Q,2.1,W1,IM,BOP,CP,SA,A
P27Q,2.1,W1,IM,BOP,CP,SA,Q
P2D8,2.1,W1,IM,BOP,CVM,NSA,A
P2D8,2.1,W1,IM,BOP,CVM,NSA,Q
P2IO,2.1,W1,IM,BOP,CVM,SA,A
P2IO,2.1,W1,IM,BOP,CVM,SA,Q
P3XX,2.2,B5,EX,BOP,CP,NSA,A
P3XX,2.2,B5,EX,BOP,CP,NSA,Q
P45F,2.2,B5,EX,BOP,CP,SA,A
P45F,2.2,B5,EX,BOP,CP,SA,Q
P4AV,2.2,B5,EX,BOP,CVM,NSA,A
P4AV,2.2,B5,EX,BOP,CVM,NSA,Q
P4GD,2.2,B5,EX,BOP,CVM,SA,A
P4GD,2.2,B5,EX,BOP,CVM,SA,Q
P3C3,2.2,B5,IM,BOP,CP,NSA,A
P3C3,2.2,B5,IM,BOP,CP,NSA,Q
P3HJ,2.2,B5,IM,BOP,CP,SA,A
P3HJ,2.2,B5,IM,BOP,CP,SA,Q
P3MZ,2.2,B5,IM,BOP,CVM,NSA,A
P3MZ,2.2,B5,IM,BOP,CVM,NSA,Q
P3SH,2.2,B5,IM,BOP,CVM,SA,A
P3SH,2.2,B5,IM,BOP,CVM,SA,Q
P59P,2.2,D5,EX,BOP,CP,NSA,A
P59P,2.2,D5,EX,BOP,CP,NSA,Q
P5F7,2.2,D5,EX,BOP,CP,SA,A
P5F7,2.2,D5,EX,BOP,CP,SA,Q
